;simulated;real;error
2015-01-05 00:00:00;17.180087181060642;22.34;-5.1599128189393575
2015-01-05 01:00:00;16.483807098720686;17.93;-1.4461929012793142
2015-01-05 02:00:00;16.484788990369424;15.17;1.3147889903694239
2015-01-05 03:00:00;16.48577088201816;16.38;0.10577088201815954
2015-01-05 04:00:00;16.486752773666897;17.38;-0.8932472263331022
2015-01-05 05:00:00;17.185039138708152;16.38;0.8050391387081532
2015-01-05 06:00:00;27.63438425106702;26.61;1.0243842510670191
2015-01-05 07:00:00;34.9365835033741;37.63;-2.6934164966259004
2015-01-05 08:00:00;41.40304196144839;39.09;2.313041961448384
2015-01-05 09:00:00;41.3989109558123;41.51;-0.11108904418770038
2015-01-05 10:00:00;32.81253320706124;40.46;-7.647466792938758
2015-01-05 11:00:00;43.22620160091876;40.97;2.2562016009187644
2015-01-05 12:00:00;44.79150021477199;40.72;4.071500214771994
2015-01-05 13:00:00;45.81790333711794;41.92;3.8979033371179383
2015-01-05 14:00:00;47.31604941359396;42.0;5.316049413593959
2015-01-05 15:00:00;50.08742090224068;43.1;6.987420902240679
2015-01-05 16:00:00;50.082182042363485;46.7;3.382182042363482
2015-01-05 17:00:00;50.07694318248628;56.78;-6.703056817513719
2015-01-05 18:00:00;51.79529639078927;58.84;-7.044703609210735
2015-01-05 19:00:00;50.06646546273189;49.23;0.8364654627318941
2015-01-05 20:00:00;50.0612266028547;44.32;5.741226602854702
2015-01-05 21:00:00;50.0559877429775;40.0;10.0559877429775
2015-01-05 22:00:00;42.44403277165168;35.08;7.364032771651679
2015-01-05 23:00:00;44.656738764991736;30.03;14.626738764991735
2015-01-06 00:00:00;39.88158162428348;30.02;9.861581624283478
2015-01-06 01:00:00;39.51535039368935;30.57;8.945350393689353
2015-01-06 02:00:00;39.87341115884258;30.25;9.623411158842579
2015-01-06 03:00:00;39.14574126359484;30.29;8.855741263594844
2015-01-06 04:00:00;39.86524069340168;30.63;9.235240693401682
2015-01-06 05:00:00;39.4990546035006;29.64;9.859054603500603
2015-01-06 06:00:00;42.77829415344138;29.67;13.108294153441378
2015-01-06 07:00:00;50.00359914420554;38.82;11.183599144205537
2015-01-06 08:00:00;49.99836028432835;40.76;9.238360284328351
2015-01-06 09:00:00;50.27856780344726;40.02;10.258567803447256
2015-01-06 10:00:00;49.98788256457396;33.99;15.997882564573956
2015-01-06 11:00:00;50.2680649182886;31.22;19.048064918288603
2015-01-06 12:00:00;42.75322725805188;30.06;12.69322725805188
2015-01-06 13:00:00;50.25756203312994;29.99;20.267562033129945
2015-01-06 14:00:00;50.25231059055061;30.73;19.522310590550607
2015-01-06 15:00:00;50.247059147971285;37.38;12.867059147971283
2015-01-06 16:00:00;50.24180770539195;40.32;9.921807705391949
2015-01-06 17:00:00;50.23655626281263;45.96;4.276556262812626
2015-01-06 18:00:00;50.51728231102289;45.71;4.807282311022888
2015-01-06 19:00:00;50.22605337765397;39.57;10.656053377653969
2015-01-06 20:00:00;47.955994184303336;32.92;15.035994184303334
2015-01-06 21:00:00;45.17448094668708;29.15;16.024480946687085
2015-01-06 22:00:00;40.5175296514616;28.46;12.0575296514616
2015-01-06 23:00:00;39.42572354765119;26.97;12.45572354765119
2015-01-07 00:00:00;34.069714367448206;24.97;9.099714367448207
2015-01-07 01:00:00;39.77945080627223;24.65;15.129450806272231
2015-01-07 02:00:00;39.77536557355178;24.68;15.095365573551781
2015-01-07 03:00:00;39.40942775746243;25.06;14.349427757462433
2015-01-07 04:00:00;39.40535380991524;26.1;13.305353809915239
2015-01-07 05:00:00;39.76310987539043;26.95;12.813109875390428
2015-01-07 06:00:00;39.39720591482087;31.43;7.967205914820873
2015-01-07 07:00:00;66.65767752637329;45.98;20.677677526373294
2015-01-07 08:00:00;66.32374941399989;47.91;18.413749413999895
2015-01-07 09:00:00;66.6456094436169;48.91;17.73560944361691
2015-01-07 10:00:00;66.31171454425001;50.0;16.31171454425001
2015-01-07 11:00:00;66.63354136086052;51.22;15.41354136086052
2015-01-07 12:00:00;66.62750731948233;50.15;16.477507319482335
2015-01-07 13:00:00;66.62147327810413;51.46;15.161473278104133
2015-01-07 14:00:00;57.17248524642362;50.88;6.292485246423617
2015-01-07 15:00:00;66.60940519534775;48.0;18.609405195347748
2015-01-07 16:00:00;66.60337115396956;47.14;19.46337115396956
2015-01-07 17:00:00;66.26959250012541;51.07;15.199592500125412
2015-01-07 18:00:00;66.59130307121318;47.42;19.171303071213174
2015-01-07 19:00:00;66.58526902983499;44.83;21.75526902983499
2015-01-07 20:00:00;58.65976218392919;33.86;24.79976218392919
2015-01-07 21:00:00;46.15605720423533;27.42;18.73605720423533
