ts,brainpool_price,V1 no-import (rerun),V1 with-import (original),"V1 with-import (FIXED, 37.65k - FINAL)","V1 with-import (FIXED, 30k - rejected)",V2 no-import (rerun),V2 with-import (original),V2 with-import (37.65k - superseded),"V2 with-import (FIXED, 30k - FINAL)"
2027-01-01 15:00:00,93.08172607421875,148.6640340527694,148.6640340527694,66.88948336030471,74.67105653675341,145.6832996922704,145.6832996922704,66.17777367699856,73.7534429716148
2027-01-01 16:00:00,99.72867584228516,147.5317116029655,147.5317116029655,66.45276024283964,74.3030060835089,150.98131245517806,150.98131245517806,67.24552030758434,75.0384964468977
2027-01-01 17:00:00,101.7470245361328,3000.0,3000.0,71.2012681858375,79.12429260870863,155.84172799773322,155.84172799773322,68.49702094163445,76.51570564443988
2027-01-01 18:00:00,101.7470245361328,3000.0,3000.0,107.74793900112968,147.90664217269676,150.98081053424812,150.98081053424812,67.24439120410342,75.2215450148511
2027-01-01 19:00:00,99.72867584228516,3000.0,3000.0,3000.0,3000.0,150.98055957378315,150.98055957378315,67.24382665236294,75.0367328135137
2027-01-01 20:00:00,97.6754379272461,3000.0,3000.0,147.53073088050334,3000.0,147.53073088050334,147.53073088050334,66.53056816995195,74.30066357580381
2027-01-01 21:00:00,99.72867584228516,3000.0,3000.0,87.51873773122333,95.94720473705613,140.40595105489086,140.40595105489086,64.58026634536793,72.28897797638513
2027-01-01 22:00:00,93.5453872680664,163.29236933093324,163.29236933093324,70.0033878964845,77.813394208315,115.67719933369436,115.67719933369436,35.0,67.24213299714154
2027-01-01 23:00:00,90.28981018066406,96.85716794377464,96.85716794377464,61.38,64.93255311328318,98.21196988695893,98.21196988695893,61.38,65.64080808782427
2027-01-02 00:00:00,92.07933044433594,92.03615604004209,92.03615604004209,52.68,52.68,98.21191956989246,98.21191956989246,52.68,65.64024818594726
2027-01-02 01:00:00,89.83043670654297,82.51694632209812,82.51694632209812,52.93,52.93,97.05913368071116,97.05913368071116,52.93,65.1083178637873
2027-01-02 02:00:00,89.83043670654297,75.95514027978541,75.95514027978541,42.75,42.75,98.21181893575957,98.21181893575957,42.75,65.63912838219328
2027-01-02 03:00:00,89.22307586669922,73.92967252339166,73.92967252339166,50.08,50.08,108.35758507898578,108.35758507898578,50.08,66.88272121900016
2027-01-02 04:00:00,89.28333282470703,73.58978090467153,73.58978090467153,67.91,67.91,115.8855178449802,115.8855178449802,67.91,67.91
2027-01-02 05:00:00,88.86448669433594,73.74526767086033,73.74526767086033,73.74526767086033,73.74526767086033,152.16431971255747,152.16431971255747,105.08,105.08
2027-01-02 06:00:00,89.28333282470703,79.86714556156137,79.86714556156137,79.86714556156137,79.86714556156137,156.6792903617444,156.6792903617444,140.64,140.64
2027-01-02 07:00:00,89.83043670654297,95.43448779703854,95.43448779703854,95.43448779703854,95.43448779703854,163.28992501620576,163.28992501620576,149.8,149.8
2027-01-02 08:00:00,89.83043670654297,152.16356086820326,152.16356086820326,152.16356086820326,152.16356086820326,154.182983209884,154.182983209884,154.182983209884,154.182983209884
2027-01-02 09:00:00,89.15199279785156,3000.0,3000.0,145.61,145.61,157.1024111687783,157.1024111687783,145.61,145.61
2027-01-02 10:00:00,88.86448669433594,3000.0,3000.0,143.35,143.35,149.80903314229937,149.80903314229937,143.35,143.35
2027-01-02 11:00:00,88.86448669433594,3000.0,3000.0,144.38,144.38,155.83706411518136,155.83706411518136,144.38,144.38
2027-01-02 12:00:00,88.86448669433594,3000.0,3000.0,143.76,143.76,154.5923402520957,154.5923402520957,143.76,143.76
2027-01-02 13:00:00,89.28333282470703,3000.0,3000.0,148.2,148.2,156.25586619445025,156.25586619445025,148.2,148.2
2027-01-02 14:00:00,90.41421508789062,3000.0,3000.0,155.34,155.34,162.37428326085816,162.37428326085816,155.34,155.34
2027-01-02 15:00:00,95.78052520751953,3000.0,3000.0,163.17,163.17,159.69358032639627,159.69358032639627,159.69358032639627,159.69358032639627
2027-01-02 16:00:00,99.74776458740234,3000.0,3000.0,173.8,173.8,162.37374314188818,162.37374314188818,162.37374314188818,162.37374314188818
