created_doc_time,avail_qty,biddingzone_domain,businesstype,curvetype,docstatus,end,mrid,nominal_power,plant_type,production_resource_id,production_resource_location,production_resource_name,production_resource_psr_name,pstn,qty_uom,resolution,revision,start
2025-10-03 07:14:12+02:00,192,DE_LU,Planned maintenance,A03,Cancelled,2023-05-01 00:00:00+02:00,88oXfUD8cBFJUPV8doG-4Q,444.0,Fossil Gas,11WD8MITT5G----0,intra_zonal,HKW Mitte,HKW Mitte GUD,1,MAW,PT1M,2,2023-01-01 00:00:00+01:00
2025-10-05 14:26:26+02:00,195,DE_LU,Planned maintenance,A03,Cancelled,2023-04-01 00:00:00+02:00,W6aqqiOeYD_iFeeBqkbEpQ,333.0,Fossil Hard coal,11WD2NO2K000308Z,intra_zonal,Nord 2,Nord 2 T20,1,MAW,PT1M,2,2023-01-01 00:00:00+01:00
2025-10-05 14:26:27+02:00,195,DE_LU,Planned maintenance,A03,Cancelled,2023-04-01 00:00:00+02:00,xAN6LLACqNHGdsrxrggJQg,333.0,Fossil Hard coal,11WD2NO2K000308Z,intra_zonal,Nord 2,Nord 2 T20,1,MAW,PT1M,2,2023-01-01 00:00:00+01:00
2025-10-05 14:26:27+02:00,70,DE_LU,Planned maintenance,A03,Cancelled,2023-06-14 12:00:00+02:00,xAN6LLACqNHGdsrxrggJQg,333.0,Fossil Hard coal,11WD2NO2K000308Z,intra_zonal,Nord 2,Nord 2 T20,129541,MAW,PT1M,2,2023-04-01 00:00:00+02:00
2025-10-05 14:26:27+02:00,0,DE_LU,Planned maintenance,A03,Cancelled,2023-09-06 12:00:00+02:00,xAN6LLACqNHGdsrxrggJQg,333.0,Fossil Hard coal,11WD2NO2K000308Z,intra_zonal,Nord 2,Nord 2 T20,236821,MAW,PT1M,2,2023-06-14 12:00:00+02:00
2025-10-05 15:00:16+02:00,0,DE_LU,Planned maintenance,A03,Cancelled,2023-12-01 00:00:00+01:00,blicExJ5XMTaPaIB4_0LDg,791.0,Fossil Hard coal,11WD7IBBE2S--KW6,intra_zonal,Ibbenbüren,Ibbenbüren B,1,MAW,PT1M,2,2023-01-01 00:00:00+01:00
2025-10-05 15:24:40+02:00,0,DE_LU,Planned maintenance,A03,Cancelled,2024-01-01 00:00:00+01:00,wX40fO55G8933R9QGm7zUg,780.0,Fossil Hard coal,11WD7WEST1S-KW-K,intra_zonal,Westfalen,Westfalen E,1,MAW,PT1M,2,2023-01-01 00:00:00+01:00
2025-10-05 15:24:41+02:00,0,DE_LU,Planned maintenance,A03,Cancelled,2024-01-01 00:00:00+01:00,oL7QzEByAzsbBkoezsqkyw,791.0,Fossil Hard coal,11WD7IBBE2S--KW6,intra_zonal,Ibbenbüren,Ibbenbüren B,1,MAW,PT1M,2,2023-01-01 00:00:00+01:00
2025-10-05 15:37:30+02:00,0,DE_LU,Planned maintenance,A03,Cancelled,2023-12-31 23:45:00+01:00,EtBzR6G3AcqTJ3NYvf31fA,800.0,Fossil Hard coal,11WD8MOOR1C----G,intra_zonal,HKW Moorburg,HKW Moorburg Block B,1,MAW,PT1M,3,2023-01-01 00:00:00+01:00
2025-10-05 15:37:34+02:00,0,DE_LU,Planned maintenance,A03,Cancelled,2023-12-31 23:45:00+01:00,P_dRBOERKjrbB-UaNg_q_Q,800.0,Fossil Hard coal,11WD8MOOR1C----G,intra_zonal,HKW Moorburg,HKW Moorburg Block A,1,MAW,PT1M,3,2023-01-01 00:00:00+01:00
2025-10-05 16:01:14+02:00,0,DE_LU,Planned maintenance,A03,Cancelled,2024-01-01 00:00:00+01:00,VJjc_zVeUINj6Kp_tRL36g,875.0,Fossil Hard coal,11WD2HEKW000297X,intra_zonal,Heyden,Heyden 4,1,MAW,PT1M,4,2023-01-01 00:00:00+01:00
2025-10-05 17:59:21+02:00,116,DE_LU,Planned maintenance,A03,,2023-01-08 21:30:00+01:00,0Q7DgruYBpdobtBdknm1FA,475.0,Fossil Gas,11WD7EMSL-G-KW-T,intra_zonal,Emsland,Emsland B,1,MAW,PT1M,1,2023-01-06 21:30:00+01:00
2025-10-05 19:41:45+02:00,0,DE_LU,Planned maintenance,A03,Cancelled,2023-05-31 17:00:00+02:00,68m20Kiis3p3WTnrJ1VfRA,206.0,Fossil Gas,11WD7LUDW2GA800M,intra_zonal,GuD Ludwigshafen Mitte,Block GT 11,1,MAW,PT1M,2,2023-01-01 00:00:00+01:00
2025-10-05 20:21:33+02:00,0,DE_LU,Planned maintenance,A03,Cancelled,2023-01-02 00:00:00+01:00,E3DWRxSaYUjESdHnakkIXQ,415.0,Fossil Gas,11WD2IRSC000179N,intra_zonal,Irsching,Irsching 3,1,MAW,PT1M,2,2023-01-01 00:00:00+01:00
2025-10-05 20:55:12+02:00,0,DE_LU,Planned maintenance,A03,Cancelled,2023-04-01 00:00:00+02:00,fOJHZbqWhU1x88e2ttfHEQ,108.0,Fossil Gas,11WD2SUE1000099L,intra_zonal,Sued GuD1,Sued GuD1 GT3,1,MAW,PT1M,2,2023-01-01 00:00:00+01:00
2025-10-05 20:55:12+02:00,0,DE_LU,Planned maintenance,A03,Cancelled,2023-04-01 00:00:00+02:00,bh46VYpdrSjyWh2PCxwXxQ,108.0,Fossil Gas,11WD2SUE1000099L,intra_zonal,Sued GuD1,Sued GuD1 GT2,1,MAW,PT1M,2,2023-01-01 00:00:00+01:00
2025-10-05 20:55:12+02:00,0,DE_LU,Planned maintenance,A03,Cancelled,2024-01-01 00:00:00+01:00,djKa23OsxHeNba0Dx5w7BA,108.0,Fossil Gas,11WD2SUE1000099L,intra_zonal,Sued GuD1,Sued GuD1 GT2,1,MAW,PT1M,3,2023-01-01 00:00:00+01:00
2025-10-05 20:55:12+02:00,0,DE_LU,Planned maintenance,A03,Cancelled,2024-01-01 00:00:00+01:00,oVLZY2i4iRCc9htxBIqINw,108.0,Fossil Gas,11WD2SUE1000099L,intra_zonal,Sued GuD1,Sued GuD1 GT3,1,MAW,PT1M,3,2023-01-01 00:00:00+01:00
2025-10-06 00:43:39+02:00,0,DE_LU,Planned maintenance,A03,,2023-03-11 06:00:00+01:00,7ecKACjkllbL_lyhvP3Hfg,405.0,Fossil Gas,11WD7GERS-X-KW-C,intra_zonal,Gersteinwerk,Gersteinwerk I,99241,MAW,PT1M,1,2023-03-10 22:00:00+01:00
2025-10-06 00:43:39+02:00,50,DE_LU,Planned maintenance,A03,,2023-04-25 22:00:00+02:00,7ecKACjkllbL_lyhvP3Hfg,405.0,Fossil Gas,11WD7GERS-X-KW-C,intra_zonal,Gersteinwerk,Gersteinwerk I,99721,MAW,PT1M,1,2023-03-11 06:00:00+01:00
2025-10-06 00:43:39+02:00,50,DE_LU,Planned maintenance,A03,,2023-03-10 22:00:00+01:00,7ecKACjkllbL_lyhvP3Hfg,405.0,Fossil Gas,11WD7GERS-X-KW-C,intra_zonal,Gersteinwerk,Gersteinwerk I,98281,MAW,PT1M,1,2023-03-10 06:00:00+01:00
2025-10-06 00:43:39+02:00,50,DE_LU,Planned maintenance,A03,,2023-04-28 22:00:00+02:00,7ecKACjkllbL_lyhvP3Hfg,405.0,Fossil Gas,11WD7GERS-X-KW-C,intra_zonal,Gersteinwerk,Gersteinwerk I,165901,MAW,PT1M,1,2023-04-26 06:00:00+02:00
2025-10-06 00:43:39+02:00,50,DE_LU,Planned maintenance,A03,,2023-03-09 22:00:00+01:00,7ecKACjkllbL_lyhvP3Hfg,405.0,Fossil Gas,11WD7GERS-X-KW-C,intra_zonal,Gersteinwerk,Gersteinwerk I,361,MAW,PT1M,1,2023-01-01 06:00:00+01:00
2025-10-06 00:43:39+02:00,0,DE_LU,Planned maintenance,A03,,2023-03-10 06:00:00+01:00,7ecKACjkllbL_lyhvP3Hfg,405.0,Fossil Gas,11WD7GERS-X-KW-C,intra_zonal,Gersteinwerk,Gersteinwerk I,97801,MAW,PT1M,1,2023-03-09 22:00:00+01:00
2025-10-06 00:43:39+02:00,0,DE_LU,Planned maintenance,A03,,2023-01-01 06:00:00+01:00,7ecKACjkllbL_lyhvP3Hfg,405.0,Fossil Gas,11WD7GERS-X-KW-C,intra_zonal,Gersteinwerk,Gersteinwerk I,1,MAW,PT1M,1,2023-01-01 00:00:00+01:00
2025-10-06 00:43:39+02:00,0,DE_LU,Planned maintenance,A03,,2023-04-26 06:00:00+02:00,7ecKACjkllbL_lyhvP3Hfg,405.0,Fossil Gas,11WD7GERS-X-KW-C,intra_zonal,Gersteinwerk,Gersteinwerk I,165421,MAW,PT1M,1,2023-04-25 22:00:00+02:00
2025-10-06 00:43:39+02:00,0,DE_LU,Planned maintenance,A03,,2023-06-29 06:00:00+02:00,7ecKACjkllbL_lyhvP3Hfg,405.0,Fossil Gas,11WD7GERS-X-KW-C,intra_zonal,Gersteinwerk,Gersteinwerk I,257581,MAW,PT1M,1,2023-06-28 22:00:00+02:00
2025-10-06 00:43:39+02:00,0,DE_LU,Planned maintenance,A03,,2023-05-05 10:00:00+02:00,7ecKACjkllbL_lyhvP3Hfg,405.0,Fossil Gas,11WD7GERS-X-KW-C,intra_zonal,Gersteinwerk,Gersteinwerk I,169741,MAW,PT1M,1,2023-04-28 22:00:00+02:00
2025-10-06 00:43:39+02:00,50,DE_LU,Planned maintenance,A03,,2023-06-27 22:00:00+02:00,7ecKACjkllbL_lyhvP3Hfg,405.0,Fossil Gas,11WD7GERS-X-KW-C,intra_zonal,Gersteinwerk,Gersteinwerk I,179101,MAW,PT1M,1,2023-05-05 10:00:00+02:00
2025-10-06 00:43:39+02:00,50,DE_LU,Planned maintenance,A03,,2024-01-01 00:00:00+01:00,7ecKACjkllbL_lyhvP3Hfg,405.0,Fossil Gas,11WD7GERS-X-KW-C,intra_zonal,Gersteinwerk,Gersteinwerk I,259501,MAW,PT1M,1,2023-06-30 06:00:00+02:00
2025-10-06 00:43:39+02:00,0,DE_LU,Planned maintenance,A03,,2023-06-28 06:00:00+02:00,7ecKACjkllbL_lyhvP3Hfg,405.0,Fossil Gas,11WD7GERS-X-KW-C,intra_zonal,Gersteinwerk,Gersteinwerk I,256141,MAW,PT1M,1,2023-06-27 22:00:00+02:00
2025-10-06 00:43:39+02:00,50,DE_LU,Planned maintenance,A03,,2023-06-28 22:00:00+02:00,7ecKACjkllbL_lyhvP3Hfg,405.0,Fossil Gas,11WD7GERS-X-KW-C,intra_zonal,Gersteinwerk,Gersteinwerk I,256621,MAW,PT1M,1,2023-06-28 06:00:00+02:00
2025-10-06 00:43:39+02:00,0,DE_LU,Planned maintenance,A03,,2023-06-30 06:00:00+02:00,7ecKACjkllbL_lyhvP3Hfg,405.0,Fossil Gas,11WD7GERS-X-KW-C,intra_zonal,Gersteinwerk,Gersteinwerk I,259021,MAW,PT1M,1,2023-06-29 22:00:00+02:00
2025-10-06 00:43:39+02:00,50,DE_LU,Planned maintenance,A03,,2023-06-29 22:00:00+02:00,7ecKACjkllbL_lyhvP3Hfg,405.0,Fossil Gas,11WD7GERS-X-KW-C,intra_zonal,Gersteinwerk,Gersteinwerk I,258061,MAW,PT1M,1,2023-06-29 06:00:00+02:00
2025-10-06 09:49:08+02:00,183,DE_LU,Planned maintenance,A03,Cancelled,2023-01-01 14:15:00+01:00,XgNV4SaDa9n1wq4CP7iY_Q,300.0,Fossil Coal-derived gas,11WD7HUCK2G--KWR,intra_zonal,Huckingen (HKM),Huckingen A,1,MAW,PT1M,3,2023-01-01 00:00:00+01:00
2025-10-06 10:07:31+02:00,459.3,DE_LU,Planned maintenance,A03,Cancelled,2023-04-17 12:00:00+02:00,tsDo1yNfSZzhlc9enqNbnA,607.1,Fossil Hard coal,11WD4GKM-2CD4--J,intra_zonal,GKM AG TNG,GKM AG TNG,137461,MAW,PT1M,7,2023-04-06 12:00:00+02:00
2025-10-06 10:07:31+02:00,151.7,DE_LU,Planned maintenance,A03,Cancelled,2023-08-07 12:00:00+02:00,tsDo1yNfSZzhlc9enqNbnA,607.1,Fossil Hard coal,11WD4GKM-2CD4--J,intra_zonal,GKM AG TNG,GKM AG TNG,169141,MAW,PT1M,7,2023-04-28 12:00:00+02:00
2025-10-06 10:07:31+02:00,592.7,DE_LU,Planned maintenance,A03,Cancelled,2023-04-28 12:00:00+02:00,tsDo1yNfSZzhlc9enqNbnA,607.1,Fossil Hard coal,11WD4GKM-2CD4--J,intra_zonal,GKM AG TNG,GKM AG TNG,153301,MAW,PT1M,7,2023-04-17 12:00:00+02:00
2025-10-06 10:07:31+02:00,592.7,DE_LU,Planned maintenance,A03,Cancelled,2023-04-06 12:00:00+02:00,tsDo1yNfSZzhlc9enqNbnA,607.1,Fossil Hard coal,11WD4GKM-2CD4--J,intra_zonal,GKM AG TNG,GKM AG TNG,1,MAW,PT1M,7,2023-01-01 00:00:00+01:00
2025-10-06 10:07:31+02:00,592.7,DE_LU,Planned maintenance,A03,Cancelled,2024-01-01 00:00:00+01:00,tsDo1yNfSZzhlc9enqNbnA,607.1,Fossil Hard coal,11WD4GKM-2CD4--J,intra_zonal,GKM AG TNG,GKM AG TNG,314581,MAW,PT1M,7,2023-08-07 12:00:00+02:00
2025-10-06 10:25:46+02:00,0,DE_LU,Planned maintenance,A03,Cancelled,2024-01-01 00:00:00+01:00,mmlhGszoAq9jk7z_wwXunQ,189.0,Fossil Hard coal,11WD8TIEF5X----V,intra_zonal,HKW Tiefstack,HKW Tiefstack Block 2,1,MAW,PT1M,4,2023-01-01 00:00:00+01:00
2025-10-06 11:54:07+02:00,0,DE_LU,Planned maintenance,A03,Cancelled,2024-01-01 00:00:00+01:00,KnKXsgSFgh_JGIxRyUDvOA,345.0,Fossil Hard coal,11WD7SCHO-S--KWW,intra_zonal,Scholven,Scholven C,1,MAW,PT1M,2,2023-01-01 00:00:00+01:00
2025-10-06 12:07:23+02:00,0,DE_LU,Planned maintenance,A03,Cancelled,2023-01-02 06:00:00+01:00,Bc-cnoE-im0KR60XA_JrIw,927.0,Fossil Brown coal/Lignite,11WD7NIED-B-KW-5,intra_zonal,Niederaußem,Niederaußem K (BoA 1),1,MAW,PT1M,2,2023-01-01 00:00:00+01:00
2025-10-06 12:07:41+02:00,0,DE_LU,Planned maintenance,A03,Cancelled,2023-01-02 06:00:00+01:00,h2ED1ZgkJB-70CywlGxlLQ,1058.0,Fossil Brown coal/Lignite,11WD7NEUR-B-KW-B,intra_zonal,Neurath,Neurath G,1,MAW,PT1M,2,2023-01-01 00:00:00+01:00
2025-10-06 13:15:45+02:00,0,DE_LU,Planned maintenance,A03,Cancelled,2023-03-24 18:00:00+01:00,hf2braOw5yKuP4qvARBbnQ,160.0,Hydro Pumped Storage,11WD8MARK1H----7,intra_zonal,PSW Markersbach,PSW Markersbach PSS C,1,MAW,PT1M,3,2023-01-01 00:00:00+01:00
2025-10-06 13:16:01+02:00,0,DE_LU,Planned maintenance,A03,Cancelled,2024-01-01 00:00:00+01:00,dRuN9HHDqrP0RAbEQYCrBg,160.0,Hydro Pumped Storage,11WD8MARK1H----7,intra_zonal,PSW Markersbach,PSW Markersbach PSS C,1,MAW,PT1M,2,2023-01-01 00:00:00+01:00
2025-10-06 13:16:09+02:00,0,DE_LU,Planned maintenance,A03,Cancelled,2023-10-16 06:00:00+02:00,EM3D04qYLIfiUzAR5rzYSg,160.0,Hydro Pumped Storage,11WD8MARK1H----7,intra_zonal,PSW Markersbach,PSW Markersbach PSS C,1,MAW,PT1M,2,2023-01-01 00:00:00+01:00
2025-10-06 13:37:50+02:00,0,DE_LU,Planned maintenance,A03,,2023-01-04 18:00:00+01:00,7zukOnFgdCw5CwhvlTzDSw,265.0,Hydro Pumped Storage,11WD8GOLD1H----6,intra_zonal,PSW Goldisthal,PSW Goldisthal PSS D,1,MAW,PT1M,1,2023-01-04 08:00:00+01:00
2025-10-06 16:29:03+02:00,0,DE_LU,Planned maintenance,A03,Cancelled,2024-01-01 00:00:00+01:00,O22ZUTS00TFAJiq_bp486w,345.0,Fossil Hard coal,11WD7SCHO-S--KWW,intra_zonal,Scholven,Scholven C,1,MAW,PT1M,2,2023-01-01 00:00:00+01:00
2025-10-06 17:22:04+02:00,0,DE_LU,Planned maintenance,A03,Cancelled,2023-01-18 16:00:00+01:00,vwbjVRNvxDa-nkUAHf-Biw,265.0,Hydro Pumped Storage,11WD8GOLD1H----6,intra_zonal,PSW Goldisthal,PSW Goldisthal PSS B,1,MAW,PT1M,3,2023-01-01 00:00:00+01:00
2025-10-06 17:28:14+02:00,53,DE_LU,Planned maintenance,A03,,2023-01-01 21:45:00+01:00,VT5iJAccB0JQH0CvMVfrGQ,440.0,Fossil Gas,11WD2GEBE000177K,intra_zonal,Franken I,Franken I Block 2 + GT,1,MAW,PT1M,1,2023-01-01 00:00:00+01:00
2025-10-06 17:28:17+02:00,0,DE_LU,Planned maintenance,A03,,2023-01-01 21:45:00+01:00,chQpj4I4vfgGEpmXKa3jtQ,383.0,Fossil Gas,11WD2GEBE000177K,intra_zonal,Franken I,Franken I Block 1,1,MAW,PT1M,1,2023-01-01 00:00:00+01:00
2025-10-06 17:30:15+02:00,440,DE_LU,Planned maintenance,A03,,2023-01-17 07:05:00+01:00,79C2mjDTdvR3xpVY4a1EFg,784.0,Fossil Gas,11WD7KWKN----KW1,intra_zonal,Knapsack 1,Knapsack 1,1,MAW,PT1M,7,2023-01-01 00:00:00+01:00
2025-10-06 17:30:15+02:00,0,DE_LU,Planned maintenance,A03,,2023-01-17 18:05:00+01:00,79C2mjDTdvR3xpVY4a1EFg,784.0,Fossil Gas,11WD7KWKN----KW1,intra_zonal,Knapsack 1,Knapsack 1,23466,MAW,PT1M,7,2023-01-17 07:05:00+01:00
2025-10-06 17:30:15+02:00,440,DE_LU,Planned maintenance,A03,,2023-01-30 11:55:00+01:00,79C2mjDTdvR3xpVY4a1EFg,784.0,Fossil Gas,11WD7KWKN----KW1,intra_zonal,Knapsack 1,Knapsack 1,24126,MAW,PT1M,7,2023-01-17 18:05:00+01:00
2025-10-06 17:30:15+02:00,735,DE_LU,Planned maintenance,A03,,2023-01-30 12:00:00+01:00,79C2mjDTdvR3xpVY4a1EFg,784.0,Fossil Gas,11WD7KWKN----KW1,intra_zonal,Knapsack 1,Knapsack 1,42476,MAW,PT1M,7,2023-01-30 11:55:00+01:00
2025-10-06 17:34:02+02:00,0,DE_LU,Planned maintenance,A03,,2023-01-06 16:00:00+01:00,3K8RIi7CUm3uGbXX0LtXZw,424.0,Fossil Gas,11WD7GARE5XHEKWQ,Garenfeld,HERDECKE,HERDECKE_H6,1,MAW,PT1M,1,2023-01-06 08:00:00+01:00
2025-10-06 17:34:29+02:00,1041,DE_LU,Planned maintenance,A03,Cancelled,2023-01-09 00:00:00+01:00,lY3CmrJuGfXPe0lXg0WRyw,1336.0,Nuclear,11WD7KKE-1K--KW5,intra_zonal,Emsland,Emsland A,1,MAW,PT1M,5,2023-01-01 00:00:00+01:00
2025-10-06 17:34:39+02:00,902,DE_LU,Planned maintenance,A03,Cancelled,2023-01-17 00:00:00+01:00,whuAwnNqbRmkY3JQ84HqWg,1336.0,Nuclear,11WD7KKE-1K--KW5,intra_zonal,Emsland,Emsland A,17281,MAW,PT1M,7,2023-01-13 00:00:00+01:00
2025-10-06 17:34:39+02:00,1041,DE_LU,Planned maintenance,A03,Cancelled,2023-01-09 00:00:00+01:00,whuAwnNqbRmkY3JQ84HqWg,1336.0,Nuclear,11WD7KKE-1K--KW5,intra_zonal,Emsland,Emsland A,5761,MAW,PT1M,7,2023-01-05 00:00:00+01:00
2025-10-06 17:34:39+02:00,986,DE_LU,Planned maintenance,A03,Cancelled,2023-01-13 00:00:00+01:00,whuAwnNqbRmkY3JQ84HqWg,1336.0,Nuclear,11WD7KKE-1K--KW5,intra_zonal,Emsland,Emsland A,11521,MAW,PT1M,7,2023-01-09 00:00:00+01:00
2025-10-06 17:34:39+02:00,819,DE_LU,Planned maintenance,A03,Cancelled,2023-01-21 00:00:00+01:00,whuAwnNqbRmkY3JQ84HqWg,1336.0,Nuclear,11WD7KKE-1K--KW5,intra_zonal,Emsland,Emsland A,23041,MAW,PT1M,7,2023-01-17 00:00:00+01:00
2025-10-06 17:34:39+02:00,586,DE_LU,Planned maintenance,A03,Cancelled,2023-01-21 13:00:00+01:00,whuAwnNqbRmkY3JQ84HqWg,1336.0,Nuclear,11WD7KKE-1K--KW5,intra_zonal,Emsland,Emsland A,28801,MAW,PT1M,7,2023-01-21 00:00:00+01:00
2025-10-06 17:34:39+02:00,1067,DE_LU,Planned maintenance,A03,Cancelled,2023-01-05 00:00:00+01:00,whuAwnNqbRmkY3JQ84HqWg,1336.0,Nuclear,11WD7KKE-1K--KW5,intra_zonal,Emsland,Emsland A,1,MAW,PT1M,7,2023-01-01 00:00:00+01:00
2025-10-06 17:34:48+02:00,0,DE_LU,Planned maintenance,A03,Cancelled,2023-02-06 11:00:00+01:00,sRDisJgc4qQRTo4o2BvV7g,1336.0,Nuclear,11WD7KKE-1K--KW5,intra_zonal,Emsland,Emsland A,29971,MAW,PT1M,2,2023-01-21 19:30:00+01:00
2025-10-06 17:34:48+02:00,586,DE_LU,Planned maintenance,A03,Cancelled,2023-01-21 19:30:00+01:00,sRDisJgc4qQRTo4o2BvV7g,1336.0,Nuclear,11WD7KKE-1K--KW5,intra_zonal,Emsland,Emsland A,29821,MAW,PT1M,2,2023-01-21 17:00:00+01:00
2025-10-06 17:34:48+02:00,516,DE_LU,Planned maintenance,A03,Cancelled,2023-01-21 17:00:00+01:00,sRDisJgc4qQRTo4o2BvV7g,1336.0,Nuclear,11WD7KKE-1K--KW5,intra_zonal,Emsland,Emsland A,29581,MAW,PT1M,2,2023-01-21 13:00:00+01:00
2025-10-06 17:34:48+02:00,586,DE_LU,Planned maintenance,A03,Cancelled,2023-01-21 13:00:00+01:00,sRDisJgc4qQRTo4o2BvV7g,1336.0,Nuclear,11WD7KKE-1K--KW5,intra_zonal,Emsland,Emsland A,28801,MAW,PT1M,2,2023-01-21 00:00:00+01:00
2025-10-06 17:34:48+02:00,819,DE_LU,Planned maintenance,A03,Cancelled,2023-01-21 00:00:00+01:00,sRDisJgc4qQRTo4o2BvV7g,1336.0,Nuclear,11WD7KKE-1K--KW5,intra_zonal,Emsland,Emsland A,23041,MAW,PT1M,2,2023-01-17 00:00:00+01:00
2025-10-06 17:34:48+02:00,902,DE_LU,Planned maintenance,A03,Cancelled,2023-01-17 00:00:00+01:00,sRDisJgc4qQRTo4o2BvV7g,1336.0,Nuclear,11WD7KKE-1K--KW5,intra_zonal,Emsland,Emsland A,17281,MAW,PT1M,2,2023-01-13 00:00:00+01:00
2025-10-06 17:34:48+02:00,986,DE_LU,Planned maintenance,A03,Cancelled,2023-01-13 00:00:00+01:00,sRDisJgc4qQRTo4o2BvV7g,1336.0,Nuclear,11WD7KKE-1K--KW5,intra_zonal,Emsland,Emsland A,11521,MAW,PT1M,2,2023-01-09 00:00:00+01:00
2025-10-06 17:34:48+02:00,1041,DE_LU,Planned maintenance,A03,Cancelled,2023-01-09 00:00:00+01:00,sRDisJgc4qQRTo4o2BvV7g,1336.0,Nuclear,11WD7KKE-1K--KW5,intra_zonal,Emsland,Emsland A,5761,MAW,PT1M,2,2023-01-05 00:00:00+01:00
2025-10-06 17:34:48+02:00,1067,DE_LU,Planned maintenance,A03,Cancelled,2023-01-05 00:00:00+01:00,sRDisJgc4qQRTo4o2BvV7g,1336.0,Nuclear,11WD7KKE-1K--KW5,intra_zonal,Emsland,Emsland A,1,MAW,PT1M,2,2023-01-01 00:00:00+01:00
2025-10-06 17:34:49+02:00,1041,DE_LU,Planned maintenance,A03,Cancelled,2023-01-09 00:00:00+01:00,M2oxmFohaMTPZR1MIL2Cwg,1336.0,Nuclear,11WD7KKE-1K--KW5,intra_zonal,Emsland,Emsland A,5761,MAW,PT1M,6,2023-01-05 00:00:00+01:00
2025-10-06 17:34:49+02:00,606,DE_LU,Planned maintenance,A03,,2023-04-14 00:00:00+02:00,S8zIAoIrgy4l2_NrSMLFhA,1336.0,Nuclear,11WD7KKE-1K--KW5,intra_zonal,Emsland,Emsland A,142501,MAW,PT1M,3,2023-04-10 00:00:00+02:00
2025-10-06 17:34:49+02:00,1067,DE_LU,Planned maintenance,A03,Cancelled,2023-01-05 00:00:00+01:00,M2oxmFohaMTPZR1MIL2Cwg,1336.0,Nuclear,11WD7KKE-1K--KW5,intra_zonal,Emsland,Emsland A,1,MAW,PT1M,6,2023-01-01 00:00:00+01:00
2025-10-06 17:34:49+02:00,1067,DE_LU,Planned maintenance,A03,,2023-01-05 00:00:00+01:00,S8zIAoIrgy4l2_NrSMLFhA,1336.0,Nuclear,11WD7KKE-1K--KW5,intra_zonal,Emsland,Emsland A,1,MAW,PT1M,3,2023-01-01 00:00:00+01:00
2025-10-06 17:34:49+02:00,819,DE_LU,Planned maintenance,A03,Cancelled,2023-01-21 00:00:00+01:00,M2oxmFohaMTPZR1MIL2Cwg,1336.0,Nuclear,11WD7KKE-1K--KW5,intra_zonal,Emsland,Emsland A,23041,MAW,PT1M,6,2023-01-17 00:00:00+01:00
2025-10-06 17:34:49+02:00,1041,DE_LU,Planned maintenance,A03,,2023-01-09 00:00:00+01:00,S8zIAoIrgy4l2_NrSMLFhA,1336.0,Nuclear,11WD7KKE-1K--KW5,intra_zonal,Emsland,Emsland A,5761,MAW,PT1M,3,2023-01-05 00:00:00+01:00
2025-10-06 17:34:49+02:00,516,DE_LU,Planned maintenance,A03,Cancelled,2023-01-21 17:00:00+01:00,M2oxmFohaMTPZR1MIL2Cwg,1336.0,Nuclear,11WD7KKE-1K--KW5,intra_zonal,Emsland,Emsland A,29581,MAW,PT1M,6,2023-01-21 13:00:00+01:00
2025-10-06 17:34:49+02:00,586,DE_LU,Planned maintenance,A03,Cancelled,2023-01-21 19:30:00+01:00,M2oxmFohaMTPZR1MIL2Cwg,1336.0,Nuclear,11WD7KKE-1K--KW5,intra_zonal,Emsland,Emsland A,29821,MAW,PT1M,6,2023-01-21 17:00:00+01:00
2025-10-06 17:34:49+02:00,0,DE_LU,Planned maintenance,A03,Cancelled,2023-02-06 11:00:00+01:00,M2oxmFohaMTPZR1MIL2Cwg,1336.0,Nuclear,11WD7KKE-1K--KW5,intra_zonal,Emsland,Emsland A,29971,MAW,PT1M,6,2023-01-21 19:30:00+01:00
2025-10-06 17:34:49+02:00,874,DE_LU,Planned maintenance,A03,,2023-03-05 00:00:00+01:00,S8zIAoIrgy4l2_NrSMLFhA,1336.0,Nuclear,11WD7KKE-1K--KW5,intra_zonal,Emsland,Emsland A,84961,MAW,PT1M,3,2023-03-01 00:00:00+01:00
2025-10-06 17:34:49+02:00,390,DE_LU,Planned maintenance,A03,Cancelled,2023-02-07 00:00:00+01:00,M2oxmFohaMTPZR1MIL2Cwg,1336.0,Nuclear,11WD7KKE-1K--KW5,intra_zonal,Emsland,Emsland A,52501,MAW,PT1M,6,2023-02-06 11:00:00+01:00
2025-10-06 17:34:49+02:00,890,DE_LU,Planned maintenance,A03,Cancelled,2023-03-01 00:00:00+01:00,M2oxmFohaMTPZR1MIL2Cwg,1336.0,Nuclear,11WD7KKE-1K--KW5,intra_zonal,Emsland,Emsland A,53281,MAW,PT1M,6,2023-02-07 00:00:00+01:00
2025-10-06 17:34:49+02:00,847,DE_LU,Planned maintenance,A03,,2023-03-09 00:00:00+01:00,S8zIAoIrgy4l2_NrSMLFhA,1336.0,Nuclear,11WD7KKE-1K--KW5,intra_zonal,Emsland,Emsland A,90721,MAW,PT1M,3,2023-03-05 00:00:00+01:00
2025-10-06 17:34:49+02:00,874,DE_LU,Planned maintenance,A03,Cancelled,2023-03-05 00:00:00+01:00,M2oxmFohaMTPZR1MIL2Cwg,1336.0,Nuclear,11WD7KKE-1K--KW5,intra_zonal,Emsland,Emsland A,84961,MAW,PT1M,6,2023-03-01 00:00:00+01:00
