Start date;End date;Germany/Luxembourg [€/MWh] Calculated resolutions;∅ DE/LU neighbours [€/MWh] Calculated resolutions;Belgium [€/MWh] Calculated resolutions;Denmark 1 [€/MWh] Calculated resolutions;Denmark 2 [€/MWh] Calculated resolutions;France [€/MWh] Calculated resolutions;Netherlands [€/MWh] Calculated resolutions;Norway 2 [€/MWh] Calculated resolutions;Austria [€/MWh] Calculated resolutions;Poland [€/MWh] Calculated resolutions;Sweden 4 [€/MWh] Calculated resolutions;Switzerland [€/MWh] Calculated resolutions;Czech Republic [€/MWh] Calculated resolutions;DE/AT/LU [€/MWh] Calculated resolutions;Northern Italy [€/MWh] Calculated resolutions;Slovenia [€/MWh] Calculated resolutions;Hungary [€/MWh] Calculated resolutions
Nov 11, 2018 9:00 AM;Nov 11, 2018 10:00 AM;41.26;-;51.86;41.26;41.26;46.70;53.41;41.26;42.46;-;41.26;43.33;40.24;-;58.79;47.00;48.83
Nov 11, 2018 10:00 AM;Nov 11, 2018 11:00 AM;42.08;-;55.70;42.08;42.08;49.20;57.00;42.08;43.72;-;42.08;44.47;41.50;-;56.99;56.99;49.15
Nov 11, 2018 11:00 AM;Nov 11, 2018 12:00 PM;42.25;-;61.40;42.25;42.25;52.23;63.34;42.25;44.54;-;42.25;45.17;42.60;-;55.50;55.50;52.02
Nov 11, 2018 12:00 PM;Nov 11, 2018 1:00 PM;41.14;-;63.51;41.14;41.14;52.80;65.77;41.14;43.82;-;41.14;45.04;39.30;-;57.50;57.50;50.18
Nov 11, 2018 1:00 PM;Nov 11, 2018 2:00 PM;38.59;-;62.78;40.36;40.36;51.16;64.95;40.36;41.44;-;40.36;44.77;37.79;-;55.93;55.93;47.26
Nov 11, 2018 2:00 PM;Nov 11, 2018 3:00 PM;40.41;-;61.40;40.41;40.85;51.03;64.49;40.85;42.72;-;40.85;44.71;38.37;-;59.54;59.54;48.84
Nov 11, 2018 3:00 PM;Nov 11, 2018 4:00 PM;42.38;-;61.40;42.38;42.38;51.86;65.56;42.38;44.39;-;42.38;44.80;41.30;-;64.24;64.24;53.79
Nov 11, 2018 4:00 PM;Nov 11, 2018 5:00 PM;44.75;-;52.86;44.75;44.75;48.91;54.02;44.75;45.63;-;44.75;47.62;46.51;-;65.00;65.00;65.05
Nov 11, 2018 5:00 PM;Nov 11, 2018 6:00 PM;46.51;-;76.83;46.08;46.08;62.00;80.46;45.63;49.82;-;45.63;51.25;52.07;-;67.50;67.50;81.91
Nov 11, 2018 6:00 PM;Nov 11, 2018 7:00 PM;45.12;-;90.91;45.12;45.12;68.28;92.69;45.12;50.19;-;45.12;56.90;53.90;-;68.28;68.28;77.32
Nov 11, 2018 7:00 PM;Nov 11, 2018 8:00 PM;43.85;-;88.86;43.85;43.85;68.31;83.49;43.85;48.90;-;43.85;54.13;50.57;-;68.31;68.31;72.69
Nov 11, 2018 8:00 PM;Nov 11, 2018 9:00 PM;43.04;-;77.44;43.04;43.04;62.49;66.06;43.04;47.32;-;43.04;51.04;47.00;-;62.49;62.49;65.49
Nov 11, 2018 9:00 PM;Nov 11, 2018 10:00 PM;41.64;-;63.28;41.64;41.64;52.90;61.43;41.64;44.09;-;41.64;48.54;43.93;-;57.00;57.00;50.94
Nov 11, 2018 10:00 PM;Nov 11, 2018 11:00 PM;42.67;-;70.82;41.68;41.68;57.58;57.18;41.68;46.09;-;41.68;48.19;43.10;-;57.58;46.20;46.04
Nov 11, 2018 11:00 PM;Nov 12, 2018 12:00 AM;38.58;-;68.54;38.58;38.58;55.46;55.07;38.58;42.10;-;38.58;47.78;39.72;-;55.46;42.10;41.00
Nov 12, 2018 12:00 AM;Nov 12, 2018 1:00 AM;36.10;-;68.99;36.10;36.10;54.89;56.06;36.10;40.07;-;36.10;49.91;41.09;-;54.89;40.07;41.61
Nov 12, 2018 1:00 AM;Nov 12, 2018 2:00 AM;37.80;-;61.40;37.80;37.80;49.55;56.73;37.80;40.20;-;37.80;48.23;39.47;-;50.87;40.20;39.47
Nov 12, 2018 2:00 AM;Nov 12, 2018 3:00 AM;38.33;-;55.68;38.26;38.26;46.90;51.60;38.26;40.09;-;38.26;46.10;38.24;-;47.43;40.09;38.24
Nov 12, 2018 3:00 AM;Nov 12, 2018 4:00 AM;39.20;-;46.50;39.20;39.20;43.04;50.90;39.20;39.90;-;39.20;41.56;37.06;-;45.50;39.90;37.06
Nov 12, 2018 4:00 AM;Nov 12, 2018 5:00 AM;38.57;-;46.50;38.57;39.05;42.41;42.11;39.05;39.41;-;39.05;43.00;39.50;-;45.50;39.41;39.50
Nov 12, 2018 5:00 AM;Nov 12, 2018 6:00 AM;43.54;-;51.90;43.54;43.07;47.60;47.27;43.07;44.42;-;43.07;46.71;45.65;-;50.02;44.42;45.65
Nov 12, 2018 6:00 AM;Nov 12, 2018 7:00 AM;64.68;-;64.68;46.41;46.41;64.68;64.68;46.41;64.68;-;46.41;59.02;59.80;-;65.00;65.00;62.88
Nov 12, 2018 7:00 AM;Nov 12, 2018 8:00 AM;69.87;-;69.87;66.70;66.70;69.87;69.87;47.99;69.87;-;47.99;69.93;69.67;-;69.87;69.87;69.67
Nov 12, 2018 8:00 AM;Nov 12, 2018 9:00 AM;68.71;-;68.71;68.71;68.71;68.71;68.71;48.57;68.71;-;48.57;70.65;70.00;-;68.71;68.71;70.79
Nov 12, 2018 9:00 AM;Nov 12, 2018 10:00 AM;61.15;-;80.83;51.98;51.98;69.62;70.80;47.65;63.41;-;51.98;69.58;67.00;-;69.62;63.41;67.61
Nov 12, 2018 10:00 AM;Nov 12, 2018 11:00 AM;58.71;-;80.20;52.11;52.11;68.71;72.51;47.10;61.40;-;51.95;69.67;65.55;-;68.71;61.40;65.55
Nov 12, 2018 11:00 AM;Nov 12, 2018 12:00 PM;54.76;-;83.53;51.98;51.98;69.06;96.51;47.00;60.05;-;51.98;69.09;64.50;-;69.06;60.05;65.08
Nov 12, 2018 12:00 PM;Nov 12, 2018 1:00 PM;63.58;-;72.64;52.77;52.77;67.73;68.21;47.27;64.70;-;52.77;68.67;62.79;-;64.70;64.70;64.45
Nov 12, 2018 1:00 PM;Nov 12, 2018 2:00 PM;65.07;-;65.40;52.77;52.77;65.25;65.71;47.87;65.12;-;52.77;68.04;63.59;-;65.12;65.12;63.59
Nov 12, 2018 2:00 PM;Nov 12, 2018 3:00 PM;67.05;-;67.25;59.93;59.93;67.18;67.66;47.41;67.18;-;52.49;68.11;63.85;-;67.18;67.18;65.48
Nov 12, 2018 3:00 PM;Nov 12, 2018 4:00 PM;67.87;-;68.07;60.95;60.95;68.00;68.48;48.14;68.00;-;52.38;68.67;64.78;-;68.00;68.00;67.91
Nov 12, 2018 4:00 PM;Nov 12, 2018 5:00 PM;67.63;-;69.41;67.63;67.63;68.85;72.66;48.91;69.91;-;53.14;69.12;68.22;-;71.70;71.70;72.83
Nov 12, 2018 5:00 PM;Nov 12, 2018 6:00 PM;66.76;-;78.82;66.76;66.76;73.41;90.00;49.01;68.69;-;53.27;72.18;72.00;-;78.55;71.22;77.97
Nov 12, 2018 6:00 PM;Nov 12, 2018 7:00 PM;63.48;-;90.56;63.48;63.48;78.04;96.59;48.35;67.49;-;53.01;73.08;68.10;-;78.04;67.49;72.95
Nov 12, 2018 7:00 PM;Nov 12, 2018 8:00 PM;59.16;-;92.52;59.16;59.16;75.43;81.47;47.01;62.94;-;52.02;72.45;62.10;-;75.43;62.94;65.36
Nov 12, 2018 8:00 PM;Nov 12, 2018 9:00 PM;51.64;-;93.49;51.64;51.64;71.09;70.59;46.48;56.27;-;46.48;69.36;58.02;-;71.09;56.27;68.66
Nov 12, 2018 9:00 PM;Nov 12, 2018 10:00 PM;46.90;-;75.72;46.90;46.90;61.20;60.77;45.78;50.25;-;45.78;65.63;50.42;-;61.20;50.25;55.06
Nov 12, 2018 10:00 PM;Nov 12, 2018 11:00 PM;45.34;-;78.57;44.25;44.25;61.23;55.00;44.25;48.91;-;44.25;63.93;46.01;-;61.23;48.91;52.00
Nov 12, 2018 11:00 PM;Nov 13, 2018 12:00 AM;41.81;-;72.52;41.81;41.81;56.65;51.00;41.81;45.13;-;41.81;57.52;41.80;-;56.65;45.13;46.94
Nov 13, 2018 12:00 AM;Nov 13, 2018 1:00 AM;44.54;-;68.43;42.87;42.87;56.29;48.00;42.87;47.38;-;42.87;60.65;44.50;-;58.04;47.38;51.01
Nov 13, 2018 1:00 AM;Nov 13, 2018 2:00 AM;46.31;-;54.30;42.62;42.62;50.30;49.00;42.62;47.28;-;42.62;54.75;43.90;-;53.53;47.28;47.07
Nov 13, 2018 2:00 AM;Nov 13, 2018 3:00 AM;45.31;-;51.30;42.50;42.50;48.34;48.00;42.50;46.05;-;42.50;50.97;42.96;-;52.81;46.05;43.00
Nov 13, 2018 3:00 AM;Nov 13, 2018 4:00 AM;44.88;-;46.10;42.48;42.48;45.48;45.60;42.48;45.01;-;42.48;47.07;42.05;-;51.81;45.01;42.05
Nov 13, 2018 4:00 AM;Nov 13, 2018 5:00 AM;46.03;-;46.03;42.93;42.93;46.03;46.03;42.93;46.03;-;42.93;48.33;43.20;-;51.87;46.03;44.52
Nov 13, 2018 5:00 AM;Nov 13, 2018 6:00 AM;47.28;-;49.50;44.98;44.98;48.33;47.00;44.98;47.53;-;44.98;54.01;45.52;-;53.55;47.53;48.49
Nov 13, 2018 6:00 AM;Nov 13, 2018 7:00 AM;62.14;-;62.23;51.01;51.01;62.22;62.05;49.66;62.22;-;51.01;68.28;59.19;-;62.22;62.22;61.63
Nov 13, 2018 7:00 AM;Nov 13, 2018 8:00 AM;67.91;-;68.62;52.05;58.25;68.25;67.77;50.88;68.00;-;58.25;73.82;68.15;-;68.25;68.00;70.37
Nov 13, 2018 8:00 AM;Nov 13, 2018 9:00 AM;69.89;-;70.10;51.39;59.31;70.00;69.86;51.39;69.92;-;59.31;73.96;68.61;-;70.00;69.92;68.61
Nov 13, 2018 9:00 AM;Nov 13, 2018 10:00 AM;64.69;-;74.90;50.39;60.03;70.49;69.99;50.39;67.91;-;60.03;73.71;65.54;-;70.49;67.91;65.54
Nov 13, 2018 10:00 AM;Nov 13, 2018 11:00 AM;64.20;-;71.20;49.91;59.60;68.31;67.83;49.91;67.99;-;59.60;72.90;58.80;-;68.31;67.99;62.64
Nov 13, 2018 11:00 AM;Nov 13, 2018 12:00 PM;54.43;-;75.03;49.78;53.13;68.07;64.50;49.78;68.07;-;53.13;72.74;55.90;-;68.07;68.07;63.97
Nov 13, 2018 12:00 PM;Nov 13, 2018 1:00 PM;48.52;-;79.48;48.52;48.52;66.40;53.60;48.52;66.40;-;48.52;70.42;51.60;-;66.40;66.40;63.44
Nov 13, 2018 1:00 PM;Nov 13, 2018 2:00 PM;47.91;-;80.68;47.91;47.91;66.83;53.60;47.91;66.83;-;47.91;69.53;53.13;-;66.83;66.83;63.61
Nov 13, 2018 2:00 PM;Nov 13, 2018 3:00 PM;48.31;-;80.08;48.31;48.31;67.14;66.67;48.31;67.14;-;48.31;70.01;54.01;-;67.14;67.14;65.51
Nov 13, 2018 3:00 PM;Nov 13, 2018 4:00 PM;49.94;-;84.54;49.94;49.94;68.07;67.59;49.94;67.95;-;49.94;71.41;55.93;-;68.07;68.07;71.65
Nov 13, 2018 4:00 PM;Nov 13, 2018 5:00 PM;52.75;-;89.77;51.65;51.65;71.94;71.18;51.65;67.99;-;51.65;73.16;67.00;-;71.94;71.94;74.06
Nov 13, 2018 5:00 PM;Nov 13, 2018 6:00 PM;64.30;-;95.80;52.06;60.08;80.52;95.80;52.06;67.96;-;60.08;75.69;67.03;-;80.52;80.52;84.02
Nov 13, 2018 6:00 PM;Nov 13, 2018 7:00 PM;62.16;-;114.43;51.70;59.28;88.47;100.70;51.70;67.92;-;59.28;75.70;62.64;-;88.47;67.92;71.69
Nov 13, 2018 7:00 PM;Nov 13, 2018 8:00 PM;57.97;-;97.82;50.35;54.31;79.19;78.64;50.35;64.97;-;54.31;75.49;58.00;-;75.43;75.00;66.06
Nov 13, 2018 8:00 PM;Nov 13, 2018 9:00 PM;49.23;-;93.86;48.05;48.05;72.46;60.00;48.05;55.47;-;48.05;73.05;52.98;-;71.84;71.84;74.13
Nov 13, 2018 9:00 PM;Nov 13, 2018 10:00 PM;46.69;-;85.72;46.69;46.69;66.21;65.00;46.69;51.24;-;46.69;69.09;46.79;-;65.77;51.24;57.62
Nov 13, 2018 10:00 PM;Nov 13, 2018 11:00 PM;45.52;-;88.00;45.52;45.52;65.87;52.40;45.52;50.38;-;45.52;67.01;42.92;-;62.99;62.99;55.09
Nov 13, 2018 11:00 PM;Nov 14, 2018 12:00 AM;43.68;-;74.46;43.68;43.68;58.55;53.60;43.68;46.98;-;43.68;63.10;41.50;-;58.54;46.98;48.43
Nov 14, 2018 12:00 AM;Nov 14, 2018 1:00 AM;43.14;-;71.25;43.14;43.14;60.16;59.90;43.14;47.25;-;43.14;59.71;43.54;-;60.16;47.25;53.07
Nov 14, 2018 1:00 AM;Nov 14, 2018 2:00 AM;43.13;-;58.12;43.13;43.13;55.13;54.90;43.13;46.05;-;43.13;55.06;43.24;-;55.13;46.05;46.94
Nov 14, 2018 2:00 AM;Nov 14, 2018 3:00 AM;43.15;-;60.84;43.15;43.15;51.95;52.00;43.15;45.29;-;43.15;53.97;42.68;-;51.95;45.29;43.81
Nov 14, 2018 3:00 AM;Nov 14, 2018 4:00 AM;45.28;-;51.78;44.20;44.20;48.44;48.10;44.20;46.05;-;44.20;52.00;43.05;-;49.80;46.05;44.26
Nov 14, 2018 4:00 AM;Nov 14, 2018 5:00 AM;45.78;-;47.80;44.94;44.94;46.75;46.42;44.94;46.02;-;44.94;51.07;46.10;-;48.00;46.02;47.38
Nov 14, 2018 5:00 AM;Nov 14, 2018 6:00 AM;48.52;-;53.29;46.97;46.97;50.77;48.52;46.97;49.05;-;46.97;53.90;49.36;-;51.96;49.05;53.09
Nov 14, 2018 6:00 AM;Nov 14, 2018 7:00 AM;60.08;-;60.55;58.89;58.89;60.30;59.88;50.94;60.13;-;53.39;67.08;64.99;-;60.39;60.13;65.68
Nov 14, 2018 7:00 AM;Nov 14, 2018 8:00 AM;69.75;-;71.57;62.73;62.73;70.60;69.48;53.05;69.96;-;62.73;72.22;71.84;-;70.60;70.60;74.96
Nov 14, 2018 8:00 AM;Nov 14, 2018 9:00 AM;71.04;-;76.55;71.04;71.04;73.62;71.04;52.34;71.69;-;63.00;74.14;73.11;-;73.62;73.62;74.73
Nov 14, 2018 9:00 AM;Nov 14, 2018 10:00 AM;69.87;-;70.92;69.87;69.87;70.36;69.87;51.91;69.99;-;65.42;72.59;70.52;-;70.36;70.36;73.95
Nov 14, 2018 10:00 AM;Nov 14, 2018 11:00 AM;67.14;-;68.16;65.53;65.53;67.62;67.14;51.78;67.26;-;65.53;71.05;68.66;-;67.62;67.62;70.95
Nov 14, 2018 11:00 AM;Nov 14, 2018 12:00 PM;66.03;-;66.03;64.45;64.45;66.03;66.03;51.26;66.03;-;64.45;70.48;66.26;-;66.03;66.03;71.70
Nov 14, 2018 12:00 PM;Nov 14, 2018 1:00 PM;62.23;-;64.20;62.23;62.23;63.20;62.30;50.99;63.20;-;62.23;68.83;66.24;-;63.20;63.20;71.05
Nov 14, 2018 1:00 PM;Nov 14, 2018 2:00 PM;64.18;-;64.18;63.75;63.75;64.18;64.18;50.79;64.18;-;63.75;69.09;66.51;-;64.18;64.18;71.48
Nov 14, 2018 2:00 PM;Nov 14, 2018 3:00 PM;65.90;-;65.90;64.32;64.32;65.90;65.90;50.89;65.90;-;64.32;70.03;69.30;-;65.90;65.90;71.91
Nov 14, 2018 3:00 PM;Nov 14, 2018 4:00 PM;70.10;-;70.10;68.42;68.42;70.10;70.10;49.96;70.10;-;68.42;72.08;73.10;-;70.10;70.10;75.95
Nov 14, 2018 4:00 PM;Nov 14, 2018 5:00 PM;73.98;-;73.98;66.34;72.20;73.98;73.98;50.87;73.98;-;72.20;76.73;78.44;-;73.98;73.98;80.00
Nov 14, 2018 5:00 PM;Nov 14, 2018 6:00 PM;83.47;-;83.47;81.47;81.47;83.47;83.47;50.92;83.47;-;81.47;84.51;87.69;-;83.47;83.47;91.97
Nov 14, 2018 6:00 PM;Nov 14, 2018 7:00 PM;80.13;-;80.13;71.31;76.29;80.13;80.13;50.32;80.13;-;76.29;83.70;84.82;-;80.13;80.13;85.20
Nov 14, 2018 7:00 PM;Nov 14, 2018 8:00 PM;74.90;-;75.72;64.16;73.10;75.27;74.90;49.78;74.99;-;73.10;78.23;78.00;-;75.27;74.99;78.00
Nov 14, 2018 8:00 PM;Nov 14, 2018 9:00 PM;68.88;-;68.88;61.43;62.72;68.88;68.88;48.66;68.88;-;62.72;71.78;71.50;-;68.88;68.88;75.96
Nov 14, 2018 9:00 PM;Nov 14, 2018 10:00 PM;63.00;-;63.00;48.20;48.20;63.00;63.00;48.20;63.00;-;48.20;65.22;63.94;-;64.01;63.00;66.06
Nov 14, 2018 10:00 PM;Nov 14, 2018 11:00 PM;54.85;-;65.90;46.69;46.69;60.00;54.85;46.69;56.06;-;46.69;60.82;58.60;-;61.04;56.06;62.91
Nov 14, 2018 11:00 PM;Nov 15, 2018 12:00 AM;50.30;-;65.74;45.18;45.18;57.49;50.30;45.18;52.00;-;45.18;56.44;54.00;-;57.49;52.00;58.87
Nov 15, 2018 12:00 AM;Nov 15, 2018 1:00 AM;51.67;-;62.76;44.76;44.76;56.83;51.67;44.76;52.89;-;44.76;55.51;51.16;-;57.24;52.89;54.59
Nov 15, 2018 1:00 AM;Nov 15, 2018 2:00 AM;50.80;-;53.28;44.07;44.07;51.95;50.80;44.07;51.07;-;44.07;52.05;49.80;-;51.95;51.07;51.45
Nov 15, 2018 2:00 AM;Nov 15, 2018 3:00 AM;51.27;-;51.27;43.77;43.77;51.27;51.27;43.77;51.27;-;43.77;51.03;49.99;-;51.27;51.27;50.02
Nov 15, 2018 3:00 AM;Nov 15, 2018 4:00 AM;50.29;-;50.29;43.52;43.52;50.29;50.29;43.52;50.29;-;43.52;50.55;48.53;-;50.29;50.29;48.53
Nov 15, 2018 4:00 AM;Nov 15, 2018 5:00 AM;51.03;-;51.03;44.67;44.67;51.03;51.03;44.67;51.03;-;44.67;51.03;49.89;-;51.03;51.03;50.09
Nov 15, 2018 5:00 AM;Nov 15, 2018 6:00 AM;53.17;-;53.17;46.18;46.18;53.17;53.17;46.18;53.17;-;46.18;53.92;51.82;-;53.17;53.17;55.05
Nov 15, 2018 6:00 AM;Nov 15, 2018 7:00 AM;65.05;-;65.05;55.81;55.81;65.05;65.05;47.28;65.05;-;55.81;65.01;65.45;-;65.05;65.05;67.47
Nov 15, 2018 7:00 AM;Nov 15, 2018 8:00 AM;73.16;-;73.16;71.41;71.41;73.16;73.16;48.47;73.16;-;71.41;72.88;73.50;-;73.16;73.16;76.06
Nov 15, 2018 8:00 AM;Nov 15, 2018 9:00 AM;74.44;-;74.44;74.44;74.44;74.44;74.44;48.80;74.44;-;72.66;76.41;75.51;-;74.44;74.44;77.02
Nov 15, 2018 9:00 AM;Nov 15, 2018 10:00 AM;73.27;-;73.27;73.27;73.27;73.27;73.27;47.96;73.27;-;73.27;73.39;71.80;-;73.27;73.27;75.07
Nov 15, 2018 10:00 AM;Nov 15, 2018 11:00 AM;70.00;-;70.00;70.00;70.00;70.00;70.00;47.68;70.00;-;69.88;70.68;68.59;-;70.00;70.00;71.24
Nov 15, 2018 11:00 AM;Nov 15, 2018 12:00 PM;68.40;-;68.40;66.76;66.76;68.40;68.40;47.53;68.40;-;66.76;68.92;66.70;-;68.40;68.40;68.59
Nov 15, 2018 12:00 PM;Nov 15, 2018 1:00 PM;67.19;-;67.19;67.19;67.19;67.19;67.19;47.95;67.19;-;67.19;66.29;64.34;-;67.19;67.19;65.93
Nov 15, 2018 1:00 PM;Nov 15, 2018 2:00 PM;67.51;-;67.51;65.89;65.89;67.51;67.51;48.43;67.51;-;65.89;66.78;65.25;-;67.51;67.51;66.32
Nov 15, 2018 2:00 PM;Nov 15, 2018 3:00 PM;68.43;-;68.43;66.79;66.79;68.43;68.43;48.59;68.43;-;66.79;67.95;66.50;-;68.43;68.43;67.46
Nov 15, 2018 3:00 PM;Nov 15, 2018 4:00 PM;73.10;-;73.10;71.35;71.35;73.10;73.10;48.93;73.10;-;71.35;70.14;70.23;-;73.10;73.10;71.76
Nov 15, 2018 4:00 PM;Nov 15, 2018 5:00 PM;74.47;-;74.47;72.69;72.69;74.47;74.47;49.52;74.47;-;72.69;73.06;73.51;-;74.47;74.47;74.91
Nov 15, 2018 5:00 PM;Nov 15, 2018 6:00 PM;79.70;-;79.70;79.70;79.70;79.70;79.70;49.61;79.70;-;79.70;80.13;81.10;-;79.70;79.70;81.77
Nov 15, 2018 6:00 PM;Nov 15, 2018 7:00 PM;73.10;-;83.79;71.34;71.34;79.00;91.28;49.18;74.97;-;71.34;78.90;75.65;-;79.00;74.97;75.65
Nov 15, 2018 7:00 PM;Nov 15, 2018 8:00 PM;70.35;-;83.31;59.90;63.08;76.00;70.35;48.11;71.87;-;63.08;75.04;71.50;-;76.00;71.87;71.50
Nov 15, 2018 8:00 PM;Nov 15, 2018 9:00 PM;61.38;-;83.18;57.30;58.01;71.07;61.84;47.41;65.02;-;58.01;68.73;66.00;-;71.07;65.02;68.11
Nov 15, 2018 9:00 PM;Nov 15, 2018 10:00 PM;53.52;-;82.43;47.21;47.21;68.27;60.10;47.21;58.12;-;47.21;64.30;55.59;-;68.27;58.12;64.29
Nov 15, 2018 10:00 PM;Nov 15, 2018 11:00 PM;53.06;-;79.86;46.02;46.02;65.41;56.10;46.02;56.23;-;46.02;61.99;52.47;-;65.41;56.23;58.99
Nov 15, 2018 11:00 PM;Nov 16, 2018 12:00 AM;49.14;-;80.13;44.99;44.99;64.01;56.80;44.99;52.96;-;44.99;59.62;46.00;-;64.01;52.96;55.02
Nov 16, 2018 12:00 AM;Nov 16, 2018 1:00 AM;46.42;-;67.30;44.88;44.88;62.60;62.68;44.88;50.34;-;44.88;61.81;49.50;-;62.60;50.34;53.01
Nov 16, 2018 1:00 AM;Nov 16, 2018 2:00 AM;49.67;-;64.91;44.41;44.41;56.85;50.00;44.41;51.49;-;44.41;57.45;49.11;-;56.85;51.49;49.11
Nov 16, 2018 2:00 AM;Nov 16, 2018 3:00 AM;48.14;-;60.21;44.05;44.05;53.89;49.10;44.05;49.61;-;44.05;55.68;47.63;-;53.89;49.61;47.63
Nov 16, 2018 3:00 AM;Nov 16, 2018 4:00 AM;48.91;-;55.40;44.19;44.19;51.97;49.00;44.19;49.69;-;44.19;53.42;47.44;-;51.97;49.69;47.44
Nov 16, 2018 4:00 AM;Nov 16, 2018 5:00 AM;49.11;-;53.30;44.66;44.66;51.28;53.00;44.66;49.65;-;44.66;53.01;49.01;-;51.28;49.65;49.01
Nov 16, 2018 5:00 AM;Nov 16, 2018 6:00 AM;50.40;-;61.94;46.45;46.45;55.77;50.40;46.45;51.78;-;46.45;56.42;50.25;-;55.77;51.78;51.25
Nov 16, 2018 6:00 AM;Nov 16, 2018 7:00 AM;63.48;-;66.40;56.15;56.15;65.05;63.81;47.42;66.59;-;56.15;65.86;64.81;-;66.59;66.59;64.81
Nov 16, 2018 7:00 AM;Nov 16, 2018 8:00 AM;68.32;-;80.35;64.94;64.94;74.05;68.32;48.76;69.92;-;64.94;73.30;69.91;-;74.05;69.92;69.91
Nov 16, 2018 8:00 AM;Nov 16, 2018 9:00 AM;72.64;-;85.94;70.06;70.06;81.35;80.62;49.18;72.96;-;70.06;73.96;70.78;-;81.35;72.96;70.78
Nov 16, 2018 9:00 AM;Nov 16, 2018 10:00 AM;68.76;-;90.52;67.11;67.11;83.05;82.46;48.38;70.21;-;67.11;73.91;67.00;-;83.05;70.21;67.00
Nov 16, 2018 10:00 AM;Nov 16, 2018 11:00 AM;69.17;-;81.02;67.51;67.51;76.95;76.27;47.82;69.98;-;67.51;73.10;64.30;-;76.95;69.98;65.99
Nov 16, 2018 11:00 AM;Nov 16, 2018 12:00 PM;63.50;-;76.47;61.97;61.97;72.39;71.88;47.72;72.39;-;61.97;71.24;62.60;-;72.39;72.39;64.22
Nov 16, 2018 12:00 PM;Nov 16, 2018 1:00 PM;60.19;-;71.86;58.51;58.74;68.24;67.76;47.70;68.24;-;58.74;67.88;59.60;-;68.24;68.24;64.70
Nov 16, 2018 1:00 PM;Nov 16, 2018 2:00 PM;63.35;-;68.75;61.83;61.83;67.00;66.53;47.93;67.00;-;61.83;67.14;59.40;-;67.00;67.00;60.93
Nov 16, 2018 2:00 PM;Nov 16, 2018 3:00 PM;66.86;-;67.00;65.25;65.25;67.00;67.00;47.92;68.00;-;65.25;67.04;62.77;-;68.00;68.00;62.77
Nov 16, 2018 3:00 PM;Nov 16, 2018 4:00 PM;68.04;-;68.12;66.05;66.05;68.09;68.12;48.12;69.22;-;66.05;68.57;68.00;-;69.22;69.22;68.00
Nov 16, 2018 4:00 PM;Nov 16, 2018 5:00 PM;69.97;-;69.97;68.29;68.29;69.97;69.97;48.55;69.97;-;68.29;69.37;72.40;-;73.90;69.97;73.60
Nov 16, 2018 5:00 PM;Nov 16, 2018 6:00 PM;67.76;-;85.14;67.76;67.76;78.00;97.23;48.75;71.33;-;67.76;75.08;72.71;-;78.00;71.33;76.21
Nov 16, 2018 6:00 PM;Nov 16, 2018 7:00 PM;58.41;-;97.57;58.41;58.41;81.99;98.95;48.31;68.06;-;58.41;76.61;69.55;-;81.99;68.06;69.83
Nov 16, 2018 7:00 PM;Nov 16, 2018 8:00 PM;52.03;-;86.95;50.78;50.78;74.05;79.80;47.00;68.91;-;50.78;74.32;68.55;-;74.05;68.91;71.42
Nov 16, 2018 8:00 PM;Nov 16, 2018 9:00 PM;46.53;-;86.62;46.08;46.08;68.69;60.00;46.08;68.69;-;46.08;70.30;63.11;-;68.69;68.69;63.11
Nov 16, 2018 9:00 PM;Nov 16, 2018 10:00 PM;45.77;-;78.08;45.77;45.77;64.48;60.00;45.77;64.48;-;45.77;66.55;57.65;-;64.48;64.48;57.65
Nov 16, 2018 10:00 PM;Nov 16, 2018 11:00 PM;45.23;-;77.56;45.23;45.23;62.61;62.10;45.23;50.00;-;45.23;65.07;49.46;-;62.61;50.00;51.00
Nov 16, 2018 11:00 PM;Nov 17, 2018 12:00 AM;43.80;-;74.79;43.80;43.80;59.96;61.08;43.80;48.05;-;43.80;63.98;45.83;-;59.96;48.05;47.93
Nov 17, 2018 12:00 AM;Nov 17, 2018 1:00 AM;43.71;-;86.16;43.71;43.71;64.98;57.70;43.71;50.00;-;43.71;64.21;42.00;-;66.71;50.00;49.43
Nov 17, 2018 1:00 AM;Nov 17, 2018 2:00 AM;38.43;-;62.78;38.43;39.38;60.97;59.72;39.38;64.54;-;39.38;58.86;39.79;-;64.54;64.54;50.11
Nov 17, 2018 2:00 AM;Nov 17, 2018 3:00 AM;43.81;-;69.96;43.81;42.87;56.42;54.80;42.87;47.09;-;42.87;54.18;41.49;-;60.39;47.09;45.05
Nov 17, 2018 3:00 AM;Nov 17, 2018 4:00 AM;42.03;-;52.16;42.03;42.03;53.99;44.90;42.03;55.71;-;42.03;53.14;40.47;-;56.03;55.71;44.48
Nov 17, 2018 4:00 AM;Nov 17, 2018 5:00 AM;42.87;-;55.50;42.87;42.87;49.12;47.40;42.87;47.10;-;42.87;51.98;41.75;-;56.01;47.10;44.93
Nov 17, 2018 5:00 AM;Nov 17, 2018 6:00 AM;41.16;-;48.66;41.16;42.18;55.87;47.00;42.18;60.31;-;42.18;53.85;42.01;-;60.31;60.31;45.97
