Start date;End date;Germany/Luxembourg [€/MWh] Calculated resolutions;Belgium [€/MWh] Calculated resolutions;Denmark 1 [€/MWh] Calculated resolutions;Denmark 2 [€/MWh] Calculated resolutions;France [€/MWh] Calculated resolutions;Netherlands [€/MWh] Calculated resolutions;Norway 2 [€/MWh] Calculated resolutions;Austria [€/MWh] Calculated resolutions;Poland [€/MWh] Calculated resolutions;Sweden 4 [€/MWh] Calculated resolutions;Switzerland [€/MWh] Calculated resolutions;Czech Republic [€/MWh] Calculated resolutions;DE/AT/LU [€/MWh] Calculated resolutions;Northern Italy [€/MWh] Calculated resolutions;Slovenia [€/MWh] Calculated resolutions;Hungary [€/MWh] Calculated resolutions
Apr 7, 2017 8:00 PM;Apr 7, 2017 9:00 PM;-;39.96;28.64;28.64;39.96;39.96;28.64;-;-;28.64;39.55;39.50;39.96;51.45;51.45;55.37
Apr 7, 2017 9:00 PM;Apr 7, 2017 10:00 PM;-;39.31;28.55;28.55;39.31;39.31;28.55;-;-;28.55;38.25;37.30;39.31;50.00;50.00;47.97
Apr 7, 2017 10:00 PM;Apr 7, 2017 11:00 PM;-;39.66;27.93;27.93;39.64;39.66;27.93;-;-;27.93;38.83;34.00;39.61;45.01;45.01;42.67
Apr 7, 2017 11:00 PM;Apr 8, 2017 12:00 AM;-;38.60;27.36;27.36;38.73;37.93;27.36;-;-;27.36;35.05;29.42;37.93;40.61;40.61;37.69
Apr 8, 2017 12:00 AM;Apr 8, 2017 1:00 AM;-;32.71;27.98;27.98;32.71;32.71;27.98;-;-;27.98;34.28;31.31;32.71;39.95;39.95;41.70
Apr 8, 2017 1:00 AM;Apr 8, 2017 2:00 AM;-;32.28;27.85;27.85;32.28;32.28;27.85;-;-;27.85;32.31;30.63;32.28;38.19;38.19;33.80
Apr 8, 2017 2:00 AM;Apr 8, 2017 3:00 AM;-;32.81;27.83;27.83;32.81;32.81;27.83;-;-;27.83;31.61;30.60;32.81;35.30;32.81;30.60
Apr 8, 2017 3:00 AM;Apr 8, 2017 4:00 AM;-;31.50;27.92;27.92;31.50;31.50;27.92;-;-;27.92;31.66;30.63;31.50;35.10;31.50;30.63
Apr 8, 2017 4:00 AM;Apr 8, 2017 5:00 AM;-;30.44;27.99;27.99;30.44;30.44;27.99;-;-;27.99;32.02;30.60;30.44;33.99;30.44;30.60
Apr 8, 2017 5:00 AM;Apr 8, 2017 6:00 AM;-;31.70;28.30;28.30;31.70;31.70;28.30;-;-;28.30;32.62;32.00;31.70;35.10;31.70;32.00
Apr 8, 2017 6:00 AM;Apr 8, 2017 7:00 AM;-;34.72;28.24;28.24;34.72;34.72;28.24;-;-;28.24;35.20;32.98;34.72;41.00;34.72;32.98
Apr 8, 2017 7:00 AM;Apr 8, 2017 8:00 AM;-;37.91;28.65;28.65;37.91;37.91;28.65;-;-;28.65;35.59;35.90;37.91;46.99;37.91;38.13
Apr 8, 2017 8:00 AM;Apr 8, 2017 9:00 AM;-;39.43;28.72;28.72;39.43;39.43;28.72;-;-;28.72;36.77;37.70;39.43;47.15;39.43;39.39
Apr 8, 2017 9:00 AM;Apr 8, 2017 10:00 AM;-;38.99;29.08;29.08;38.99;38.99;29.08;-;-;29.08;37.17;39.50;38.99;48.23;38.99;41.03
Apr 8, 2017 10:00 AM;Apr 8, 2017 11:00 AM;-;39.30;29.12;29.12;35.81;37.60;29.12;-;-;29.12;33.87;37.20;36.50;45.24;36.50;41.03
Apr 8, 2017 11:00 AM;Apr 8, 2017 12:00 PM;-;34.94;28.95;28.95;34.94;34.94;28.95;-;-;28.95;32.70;36.00;34.94;40.73;34.94;40.30
Apr 8, 2017 12:00 PM;Apr 8, 2017 1:00 PM;-;30.66;28.68;28.68;30.66;30.66;28.68;-;-;28.68;29.87;32.40;30.66;33.71;30.66;38.46
Apr 8, 2017 1:00 PM;Apr 8, 2017 2:00 PM;-;29.97;28.38;28.38;29.66;30.00;28.38;-;-;28.38;28.17;30.60;29.50;30.02;29.50;36.94
Apr 8, 2017 2:00 PM;Apr 8, 2017 3:00 PM;-;28.83;27.81;27.81;28.17;28.90;27.81;-;-;27.81;26.10;29.50;27.81;30.03;27.81;34.65
Apr 8, 2017 3:00 PM;Apr 8, 2017 4:00 PM;-;29.62;27.44;27.44;27.02;28.34;27.44;-;-;27.44;26.66;29.50;27.53;33.71;27.53;33.27
Apr 8, 2017 4:00 PM;Apr 8, 2017 5:00 PM;-;29.80;27.66;27.66;27.90;28.87;27.66;-;-;27.66;26.40;29.20;28.28;37.05;28.28;33.06
Apr 8, 2017 5:00 PM;Apr 8, 2017 6:00 PM;-;31.28;28.13;28.13;29.71;30.51;28.13;-;-;28.13;30.98;32.10;30.02;44.82;30.02;38.06
Apr 8, 2017 6:00 PM;Apr 8, 2017 7:00 PM;-;35.85;28.35;28.35;35.85;35.85;28.35;-;-;28.35;36.06;35.89;35.85;46.66;35.85;42.69
Apr 8, 2017 7:00 PM;Apr 8, 2017 8:00 PM;-;39.30;28.43;28.43;39.30;39.30;28.43;-;-;28.43;40.07;40.26;39.30;49.50;49.50;55.02
Apr 8, 2017 8:00 PM;Apr 8, 2017 9:00 PM;-;41.88;28.52;28.52;41.88;41.88;28.52;-;-;28.52;40.99;41.60;41.88;49.06;49.06;56.39
Apr 8, 2017 9:00 PM;Apr 8, 2017 10:00 PM;-;41.58;28.53;28.53;41.58;41.58;28.53;-;-;28.53;39.92;39.50;41.58;44.44;44.44;46.90
Apr 8, 2017 10:00 PM;Apr 8, 2017 11:00 PM;-;42.07;28.51;28.51;42.07;42.07;28.51;-;-;28.51;39.01;36.08;42.07;43.10;42.07;42.66
Apr 8, 2017 11:00 PM;Apr 9, 2017 12:00 AM;-;39.02;28.08;28.08;39.02;39.02;28.08;-;-;28.08;36.05;29.30;39.02;42.15;42.15;42.12
Apr 9, 2017 12:00 AM;Apr 9, 2017 1:00 AM;-;33.98;28.09;28.09;33.98;33.98;28.09;-;-;26.28;33.94;31.93;33.98;45.12;33.98;34.56
Apr 9, 2017 1:00 AM;Apr 9, 2017 2:00 AM;-;34.00;27.79;27.79;32.10;34.20;27.79;-;-;25.05;30.09;27.61;31.06;43.35;31.06;27.61
Apr 9, 2017 2:00 AM;Apr 9, 2017 3:00 AM;-;34.65;27.63;27.63;32.29;34.90;27.63;-;-;24.80;28.87;25.52;31.04;39.30;31.04;25.52
Apr 9, 2017 3:00 AM;Apr 9, 2017 4:00 AM;-;33.25;27.54;27.54;33.04;32.55;27.54;-;-;24.50;28.47;26.30;27.54;38.25;27.54;26.30
Apr 9, 2017 4:00 AM;Apr 9, 2017 5:00 AM;-;28.46;27.55;27.55;28.46;28.46;27.55;-;-;24.55;28.02;26.36;28.46;42.46;28.46;26.36
Apr 9, 2017 5:00 AM;Apr 9, 2017 6:00 AM;-;28.65;27.38;27.38;28.09;28.70;27.38;-;-;24.70;27.15;26.20;27.79;45.99;27.79;26.20
Apr 9, 2017 6:00 AM;Apr 9, 2017 7:00 AM;-;29.82;27.61;27.61;28.94;29.90;27.61;-;-;23.86;27.37;25.63;28.48;45.14;28.48;25.63
Apr 9, 2017 7:00 AM;Apr 9, 2017 8:00 AM;-;30.52;27.69;27.69;30.52;30.52;27.69;-;-;24.38;27.61;26.30;30.52;45.00;30.52;26.30
Apr 9, 2017 8:00 AM;Apr 9, 2017 9:00 AM;-;30.63;28.14;28.14;30.63;30.63;28.14;-;-;27.14;26.99;27.70;30.63;44.87;30.63;27.85
Apr 9, 2017 9:00 AM;Apr 9, 2017 10:00 AM;-;29.44;29.44;29.44;29.44;29.44;28.25;-;-;28.25;27.24;28.05;29.44;42.79;29.44;39.90
Apr 9, 2017 10:00 AM;Apr 9, 2017 11:00 AM;-;27.78;27.78;27.60;27.78;27.78;27.60;-;-;27.60;22.55;24.56;27.78;40.00;27.78;39.92
Apr 9, 2017 11:00 AM;Apr 9, 2017 12:00 PM;-;27.00;26.40;26.59;26.70;27.40;26.59;-;-;26.59;22.84;24.41;26.40;36.97;30.10;37.94
Apr 9, 2017 12:00 PM;Apr 9, 2017 1:00 PM;-;27.16;24.04;25.06;25.14;27.40;26.32;-;-;25.06;18.61;20.00;24.04;33.74;24.04;35.09
Apr 9, 2017 1:00 PM;Apr 9, 2017 2:00 PM;-;26.33;23.75;23.92;22.72;26.73;25.87;-;-;23.92;14.23;17.61;20.79;24.96;20.79;23.06
Apr 9, 2017 2:00 PM;Apr 9, 2017 3:00 PM;-;23.66;22.97;22.97;16.70;24.41;25.22;-;-;22.97;11.66;15.65;12.98;24.96;12.98;19.08
Apr 9, 2017 3:00 PM;Apr 9, 2017 4:00 PM;-;15.00;20.93;22.93;15.00;23.37;24.14;-;-;22.93;11.78;15.49;15.00;29.01;15.00;15.49
Apr 9, 2017 4:00 PM;Apr 9, 2017 5:00 PM;-;20.94;20.07;23.67;18.41;23.82;24.61;-;-;23.67;16.55;20.58;20.07;37.05;20.07;20.58
Apr 9, 2017 5:00 PM;Apr 9, 2017 6:00 PM;-;27.34;24.44;25.07;23.74;25.56;25.88;-;-;25.07;25.07;23.43;24.44;39.42;24.44;28.29
Apr 9, 2017 6:00 PM;Apr 9, 2017 7:00 PM;-;32.40;32.40;31.77;32.40;32.40;27.21;-;-;27.21;30.78;31.22;32.40;44.86;32.40;37.05
Apr 9, 2017 7:00 PM;Apr 9, 2017 8:00 PM;-;38.24;29.58;29.58;38.24;38.24;27.73;-;-;27.73;39.06;38.47;38.24;48.43;48.43;51.98
Apr 9, 2017 8:00 PM;Apr 9, 2017 9:00 PM;-;39.53;27.87;27.87;39.53;39.53;27.87;-;-;27.87;41.09;40.70;39.53;49.62;49.62;57.42
Apr 9, 2017 9:00 PM;Apr 9, 2017 10:00 PM;-;37.57;28.25;28.25;37.57;37.57;27.58;-;-;27.58;39.19;37.70;37.57;46.66;46.66;48.94
Apr 9, 2017 10:00 PM;Apr 9, 2017 11:00 PM;-;37.84;26.42;26.42;36.61;39.90;27.09;-;-;26.42;38.01;35.00;35.20;44.81;44.81;46.20
Apr 9, 2017 11:00 PM;Apr 10, 2017 12:00 AM;-;32.58;24.08;24.08;38.78;29.60;26.63;-;-;24.08;32.46;30.00;24.08;44.58;24.08;42.63
Apr 10, 2017 12:00 AM;Apr 10, 2017 1:00 AM;-;30.43;24.45;24.45;28.48;32.00;26.30;-;-;24.45;26.51;27.40;26.03;44.61;26.03;29.40
Apr 10, 2017 1:00 AM;Apr 10, 2017 2:00 AM;-;25.90;23.02;23.02;24.60;27.13;26.18;-;-;23.02;23.78;25.00;23.02;39.03;23.02;29.09
Apr 10, 2017 2:00 AM;Apr 10, 2017 3:00 AM;-;25.77;20.36;20.36;23.32;28.35;26.17;-;-;20.36;20.86;22.50;20.36;37.05;20.36;26.30
Apr 10, 2017 3:00 AM;Apr 10, 2017 4:00 AM;-;22.31;12.26;12.26;17.78;27.03;26.16;-;-;17.84;19.28;22.00;12.26;36.74;12.26;26.30
Apr 10, 2017 4:00 AM;Apr 10, 2017 5:00 AM;-;24.75;19.95;20.51;22.59;27.02;26.16;-;-;20.51;21.01;23.00;19.95;37.05;19.95;34.48
Apr 10, 2017 5:00 AM;Apr 10, 2017 6:00 AM;-;28.04;26.01;25.46;27.18;29.00;26.40;-;-;25.46;27.73;28.27;26.08;37.00;37.00;38.99
Apr 10, 2017 6:00 AM;Apr 10, 2017 7:00 AM;-;39.71;27.67;27.67;39.36;39.90;27.67;-;-;27.67;36.10;37.00;38.93;44.86;44.86;44.50
Apr 10, 2017 7:00 AM;Apr 10, 2017 8:00 AM;-;42.91;28.73;28.73;41.25;43.17;28.73;-;-;28.73;40.47;42.08;38.93;47.19;47.19;48.37
Apr 10, 2017 8:00 AM;Apr 10, 2017 9:00 AM;-;41.00;28.79;28.79;40.43;40.15;28.79;-;-;28.79;41.51;40.82;38.09;50.00;50.00;51.68
Apr 10, 2017 9:00 AM;Apr 10, 2017 10:00 AM;-;47.71;28.56;28.56;42.50;50.79;28.56;-;-;28.56;41.61;38.50;35.25;46.39;46.39;45.61
Apr 10, 2017 10:00 AM;Apr 10, 2017 11:00 AM;-;47.94;28.15;28.15;39.27;50.00;28.15;-;-;28.15;41.75;35.40;30.89;40.92;40.92;41.56
Apr 10, 2017 11:00 AM;Apr 10, 2017 12:00 PM;-;51.72;27.57;27.57;38.65;47.62;27.57;-;-;27.57;41.05;33.48;27.57;38.65;38.65;41.56
Apr 10, 2017 12:00 PM;Apr 10, 2017 1:00 PM;-;39.72;24.01;26.58;36.74;40.00;26.58;-;-;26.58;39.31;30.40;24.01;36.74;36.74;42.64
Apr 10, 2017 1:00 PM;Apr 10, 2017 2:00 PM;-;37.00;17.91;26.20;35.79;37.20;26.20;-;-;26.20;38.59;29.00;17.91;35.79;40.68;42.68
Apr 10, 2017 2:00 PM;Apr 10, 2017 3:00 PM;-;34.93;9.37;24.70;34.93;34.93;26.17;-;-;24.70;37.99;26.00;9.37;36.73;42.20;42.65
Apr 10, 2017 3:00 PM;Apr 10, 2017 4:00 PM;-;31.60;17.92;24.62;31.60;31.60;26.13;-;-;24.62;38.16;28.00;17.92;37.05;37.05;42.65
Apr 10, 2017 4:00 PM;Apr 10, 2017 5:00 PM;-;30.16;21.63;21.63;30.16;30.16;26.18;-;-;24.26;37.79;29.50;21.63;40.89;40.89;42.68
Apr 10, 2017 5:00 PM;Apr 10, 2017 6:00 PM;-;38.19;26.20;26.20;28.90;33.30;26.20;-;-;26.20;36.03;32.25;26.20;44.60;44.60;40.27
Apr 10, 2017 6:00 PM;Apr 10, 2017 7:00 PM;-;46.58;26.65;26.65;37.22;32.26;26.65;-;-;26.65;39.31;34.95;32.26;46.36;46.36;39.90
Apr 10, 2017 7:00 PM;Apr 10, 2017 8:00 PM;-;38.32;27.00;27.00;38.32;38.32;27.00;-;-;27.00;39.09;38.50;38.32;49.01;49.01;42.76
Apr 10, 2017 8:00 PM;Apr 10, 2017 9:00 PM;-;38.74;26.83;26.83;38.74;38.74;26.83;-;-;26.83;39.98;40.97;38.74;52.00;52.00;54.99
Apr 10, 2017 9:00 PM;Apr 10, 2017 10:00 PM;-;38.13;26.35;26.35;38.05;38.16;26.35;-;-;26.35;39.06;37.00;37.95;49.80;49.80;52.06
Apr 10, 2017 10:00 PM;Apr 10, 2017 11:00 PM;-;42.89;22.10;22.10;37.94;43.40;26.30;-;-;22.10;39.86;33.43;31.29;44.61;44.61;45.27
Apr 10, 2017 11:00 PM;Apr 11, 2017 12:00 AM;-;35.00;6.76;6.76;38.29;33.30;26.20;-;-;6.76;36.91;28.32;24.02;40.62;40.62;42.70
Apr 11, 2017 12:00 AM;Apr 11, 2017 1:00 AM;-;39.90;4.97;4.97;34.10;39.90;26.20;-;-;4.97;33.44;25.00;24.83;37.05;37.05;37.80
Apr 11, 2017 1:00 AM;Apr 11, 2017 2:00 AM;-;30.68;0.13;4.92;29.13;30.68;26.16;-;-;4.92;30.64;23.00;23.52;33.99;33.99;34.26
Apr 11, 2017 2:00 AM;Apr 11, 2017 3:00 AM;-;28.68;1.36;4.10;28.48;29.50;26.12;-;-;4.10;29.02;21.00;23.55;29.02;29.02;31.16
Apr 11, 2017 3:00 AM;Apr 11, 2017 4:00 AM;-;27.81;5.64;5.64;25.92;29.00;26.13;-;-;5.64;27.59;19.73;23.53;27.41;27.41;29.18
Apr 11, 2017 4:00 AM;Apr 11, 2017 5:00 AM;-;26.49;10.38;10.38;26.12;27.02;26.16;-;-;10.38;27.49;22.59;25.63;28.02;28.02;31.88
Apr 11, 2017 5:00 AM;Apr 11, 2017 6:00 AM;-;28.78;18.02;18.02;28.51;28.80;26.16;-;-;18.02;29.96;26.70;28.12;33.99;33.99;37.65
Apr 11, 2017 6:00 AM;Apr 11, 2017 7:00 AM;-;37.91;24.88;24.88;37.91;37.91;26.45;-;-;24.88;37.99;36.92;37.91;40.40;40.40;46.32
Apr 11, 2017 7:00 AM;Apr 11, 2017 8:00 AM;-;47.30;27.54;27.54;43.02;44.90;27.54;-;-;27.54;41.23;41.75;41.52;48.36;48.36;52.91
Apr 11, 2017 8:00 AM;Apr 11, 2017 9:00 AM;-;50.21;27.70;27.70;47.36;51.97;27.70;-;-;27.70;41.95;42.03;43.50;51.24;51.24;49.70
Apr 11, 2017 9:00 AM;Apr 11, 2017 10:00 AM;-;62.52;27.55;27.55;43.02;65.00;27.55;-;-;27.55;40.91;38.63;40.93;48.50;48.50;47.65
Apr 11, 2017 10:00 AM;Apr 11, 2017 11:00 AM;-;47.75;27.49;27.49;43.39;49.33;27.49;-;-;27.49;40.14;35.02;37.45;43.39;43.39;44.35
Apr 11, 2017 11:00 AM;Apr 11, 2017 12:00 PM;-;43.03;27.32;27.32;39.28;44.51;27.32;-;-;27.32;38.94;32.90;34.16;39.95;39.95;42.03
Apr 11, 2017 12:00 PM;Apr 11, 2017 1:00 PM;-;38.59;27.15;27.15;35.39;39.90;27.15;-;-;27.15;36.99;30.68;31.00;36.73;42.10;41.97
Apr 11, 2017 1:00 PM;Apr 11, 2017 2:00 PM;-;36.70;27.15;27.15;33.73;37.91;27.15;-;-;27.15;34.94;29.20;29.66;34.99;41.82;42.00
Apr 11, 2017 2:00 PM;Apr 11, 2017 3:00 PM;-;36.15;26.79;26.79;33.55;36.98;26.79;-;-;26.79;34.93;29.08;29.98;35.83;35.83;43.09
Apr 11, 2017 3:00 PM;Apr 11, 2017 4:00 PM;-;32.00;26.62;26.62;31.96;32.02;26.62;-;-;26.62;36.04;29.30;31.90;38.80;38.80;43.35
Apr 11, 2017 4:00 PM;Apr 11, 2017 5:00 PM;-;31.83;26.90;26.90;31.83;31.83;26.90;-;-;26.90;34.40;31.00;31.83;40.05;40.05;43.29
Apr 11, 2017 5:00 PM;Apr 11, 2017 6:00 PM;-;35.30;27.41;27.41;35.30;35.30;27.41;-;-;27.41;35.69;34.40;35.30;44.60;44.60;41.67
Apr 11, 2017 6:00 PM;Apr 11, 2017 7:00 PM;-;37.95;27.78;27.78;37.95;37.95;27.78;-;-;27.78;39.08;39.42;37.95;46.46;37.95;43.11
Apr 11, 2017 7:00 PM;Apr 11, 2017 8:00 PM;-;43.10;28.30;28.30;43.10;43.10;28.30;-;-;28.30;43.02;45.00;43.10;51.00;51.00;50.08
Apr 11, 2017 8:00 PM;Apr 11, 2017 9:00 PM;-;43.27;28.18;28.18;43.27;43.27;28.18;-;-;28.18;43.33;45.54;43.27;52.27;52.27;53.93
Apr 11, 2017 9:00 PM;Apr 11, 2017 10:00 PM;-;38.38;27.86;27.86;38.38;38.38;27.86;-;-;27.86;40.44;41.70;38.38;50.00;38.38;45.92
Apr 11, 2017 10:00 PM;Apr 11, 2017 11:00 PM;-;37.08;26.92;26.92;37.08;37.08;26.92;-;-;26.92;38.72;37.85;37.08;43.50;42.20;44.21
Apr 11, 2017 11:00 PM;Apr 12, 2017 12:00 AM;-;32.71;25.87;25.87;34.32;30.17;25.87;-;-;25.87;35.09;30.47;30.17;38.67;38.67;42.85
Apr 12, 2017 12:00 AM;Apr 12, 2017 1:00 AM;-;33.66;25.99;25.99;38.29;26.85;25.99;-;-;25.99;33.75;27.43;25.99;38.29;38.29;38.39
Apr 12, 2017 1:00 AM;Apr 12, 2017 2:00 AM;-;27.07;24.42;24.42;28.17;26.71;25.86;-;-;24.42;30.54;24.50;24.42;34.34;34.34;34.33
Apr 12, 2017 2:00 AM;Apr 12, 2017 3:00 AM;-;31.09;23.02;23.02;29.62;28.90;26.00;-;-;24.18;30.36;22.50;23.02;32.90;32.90;30.90
Apr 12, 2017 3:00 AM;Apr 12, 2017 4:00 AM;-;29.00;20.50;20.50;28.32;26.89;26.02;-;-;24.47;30.33;22.50;20.50;32.90;32.90;29.58
Apr 12, 2017 4:00 AM;Apr 12, 2017 5:00 AM;-;27.00;23.01;23.01;25.74;27.00;26.14;-;-;24.81;30.35;22.50;23.01;32.90;32.90;30.95
Apr 12, 2017 5:00 AM;Apr 12, 2017 6:00 AM;-;32.97;23.09;23.09;32.97;26.60;25.98;-;-;25.98;32.00;27.20;23.09;34.34;34.34;34.33
Apr 12, 2017 6:00 AM;Apr 12, 2017 7:00 AM;-;38.99;28.13;28.13;38.99;31.02;28.13;-;-;28.13;38.87;35.00;31.02;45.99;45.99;39.71
Apr 12, 2017 7:00 AM;Apr 12, 2017 8:00 AM;-;45.86;28.79;28.79;45.86;36.44;28.79;-;-;28.79;43.58;38.50;36.44;51.00;51.00;44.70
Apr 12, 2017 8:00 AM;Apr 12, 2017 9:00 AM;-;50.06;28.84;28.84;50.06;44.90;28.84;-;-;28.84;50.01;39.47;37.95;52.76;52.76;45.32
Apr 12, 2017 9:00 AM;Apr 12, 2017 10:00 AM;-;50.04;28.79;28.79;50.04;50.04;28.79;-;-;28.79;48.18;36.87;34.02;51.00;51.00;44.57
Apr 12, 2017 10:00 AM;Apr 12, 2017 11:00 AM;-;41.90;29.29;28.62;41.90;41.20;28.62;-;-;28.62;44.78;33.49;29.29;49.50;49.50;44.13
Apr 12, 2017 11:00 AM;Apr 12, 2017 12:00 PM;-;37.70;27.35;28.02;37.70;32.40;28.02;-;-;28.02;42.31;32.80;27.35;46.69;46.69;43.08
Apr 12, 2017 12:00 PM;Apr 12, 2017 1:00 PM;-;37.40;27.86;27.86;37.40;37.40;27.86;-;-;27.86;38.91;30.00;23.65;39.37;42.10;44.29
Apr 12, 2017 1:00 PM;Apr 12, 2017 2:00 PM;-;34.90;27.76;27.76;34.90;34.90;27.76;-;-;27.76;37.13;27.00;23.06;38.42;42.10;45.74
Apr 12, 2017 2:00 PM;Apr 12, 2017 3:00 PM;-;32.40;27.54;27.54;32.40;32.40;27.54;-;-;27.54;37.74;25.39;23.40;39.17;39.17;45.59
Apr 12, 2017 3:00 PM;Apr 12, 2017 4:00 PM;-;30.00;27.46;27.46;28.33;30.00;27.46;-;-;27.46;37.14;26.47;23.05;43.00;43.00;46.51
Apr 12, 2017 4:00 PM;Apr 12, 2017 5:00 PM;-;31.80;27.11;27.11;26.12;31.80;27.11;-;-;27.11;37.11;28.40;26.06;43.00;43.00;43.01
Apr 12, 2017 5:00 PM;Apr 12, 2017 6:00 PM;-;31.97;27.56;27.56;28.88;31.97;27.56;-;-;27.56;34.18;30.10;27.56;46.28;46.28;45.55
Apr 12, 2017 6:00 PM;Apr 12, 2017 7:00 PM;-;31.90;28.30;28.30;31.49;31.90;28.30;-;-;28.30;33.87;31.90;31.34;46.78;46.78;44.52
Apr 12, 2017 7:00 PM;Apr 12, 2017 8:00 PM;-;41.90;28.45;28.45;33.78;33.78;28.45;-;-;28.45;35.88;34.50;33.78;51.69;51.69;47.54
Apr 12, 2017 8:00 PM;Apr 12, 2017 9:00 PM;-;39.47;28.46;28.46;36.91;40.26;28.46;-;-;28.46;37.07;36.50;34.11;57.00;57.00;53.97
Apr 12, 2017 9:00 PM;Apr 12, 2017 10:00 PM;-;47.17;28.22;28.22;38.70;44.80;28.22;-;-;28.22;35.09;33.15;31.95;50.00;50.00;51.98
Apr 12, 2017 10:00 PM;Apr 12, 2017 11:00 PM;-;42.51;27.32;27.32;39.15;39.90;27.32;-;-;27.32;36.29;30.50;27.32;41.29;41.29;45.57
Apr 12, 2017 11:00 PM;Apr 13, 2017 12:00 AM;-;39.30;23.05;23.05;39.30;30.60;25.65;-;-;24.25;31.95;24.61;23.05;43.00;43.00;40.97
Apr 13, 2017 12:00 AM;Apr 13, 2017 1:00 AM;-;31.00;18.01;18.01;36.18;31.00;26.54;-;-;24.09;36.08;21.47;18.01;38.61;38.61;39.25
Apr 13, 2017 1:00 AM;Apr 13, 2017 2:00 AM;-;28.94;16.01;16.01;34.34;28.90;26.26;-;-;23.46;30.00;21.29;16.01;36.73;36.73;34.34
Apr 13, 2017 2:00 AM;Apr 13, 2017 3:00 AM;-;30.29;17.95;17.95;28.49;27.00;26.14;-;-;23.05;27.87;19.62;17.95;32.91;32.91;28.68
Apr 13, 2017 3:00 AM;Apr 13, 2017 4:00 AM;-;25.63;19.80;19.80;23.86;26.90;26.04;-;-;23.08;27.01;19.60;19.80;32.09;32.09;27.39
Apr 13, 2017 4:00 AM;Apr 13, 2017 5:00 AM;-;26.87;20.02;20.02;23.81;27.00;26.14;-;-;24.16;25.86;20.73;20.02;32.79;32.79;34.34
Apr 13, 2017 5:00 AM;Apr 13, 2017 6:00 AM;-;27.31;26.76;26.76;27.06;27.64;26.76;-;-;26.76;29.61;23.50;26.76;36.74;36.74;38.93
Apr 13, 2017 6:00 AM;Apr 13, 2017 7:00 AM;-;31.95;27.81;27.81;31.95;31.95;27.81;-;-;27.81;35.03;32.97;31.95;41.04;41.04;45.43
Apr 13, 2017 7:00 AM;Apr 13, 2017 8:00 AM;-;39.49;28.06;28.06;38.17;37.40;28.06;-;-;28.06;38.94;37.00;35.95;47.73;47.73;50.79
Apr 13, 2017 8:00 AM;Apr 13, 2017 9:00 AM;-;43.30;28.38;28.38;42.34;42.04;28.38;-;-;28.38;41.15;37.98;35.99;51.00;51.00;52.78
Apr 13, 2017 9:00 AM;Apr 13, 2017 10:00 AM;-;45.00;28.46;28.46;41.72;45.00;28.46;-;-;28.46;40.88;36.42;33.48;47.05;47.05;50.92
Apr 13, 2017 10:00 AM;Apr 13, 2017 11:00 AM;-;45.00;28.47;28.47;40.71;45.00;28.47;-;-;28.47;38.64;32.95;31.06;43.07;43.07;47.14
Apr 13, 2017 11:00 AM;Apr 13, 2017 12:00 PM;-;45.74;28.96;28.29;38.81;45.74;28.29;-;-;28.29;38.31;31.97;28.96;38.81;42.10;44.93
Apr 13, 2017 12:00 PM;Apr 13, 2017 1:00 PM;-;40.00;27.01;27.67;36.00;40.00;27.67;-;-;27.67;37.08;28.69;27.01;36.00;47.42;45.42
Apr 13, 2017 1:00 PM;Apr 13, 2017 2:00 PM;-;40.00;27.42;27.42;33.76;40.00;27.42;-;-;27.42;36.50;27.00;24.45;33.76;42.10;41.65
Apr 13, 2017 2:00 PM;Apr 13, 2017 3:00 PM;-;37.40;27.34;27.34;34.70;37.40;27.34;-;-;27.34;36.07;26.19;24.02;34.70;34.70;38.90
Apr 13, 2017 3:00 PM;Apr 13, 2017 4:00 PM;-;37.20;27.22;27.22;33.07;37.20;27.22;-;-;27.22;31.37;27.40;26.57;35.16;35.16;41.00
Apr 13, 2017 4:00 PM;Apr 13, 2017 5:00 PM;-;31.84;27.59;27.59;29.97;33.67;27.59;-;-;27.59;29.69;26.50;27.59;37.54;37.54;41.48
Apr 13, 2017 5:00 PM;Apr 13, 2017 6:00 PM;-;33.30;28.06;28.06;31.87;34.83;28.06;-;-;28.06;36.83;28.90;30.03;39.34;39.34;43.03
Apr 13, 2017 6:00 PM;Apr 13, 2017 7:00 PM;-;35.93;28.18;28.18;35.93;35.93;28.18;-;-;28.18;36.94;33.02;35.93;42.00;42.00;42.29
Apr 13, 2017 7:00 PM;Apr 13, 2017 8:00 PM;-;40.00;28.18;28.18;40.00;40.00;28.18;-;-;28.18;39.00;37.37;40.00;45.63;45.63;48.39
Apr 13, 2017 8:00 PM;Apr 13, 2017 9:00 PM;-;42.24;28.28;28.28;42.24;42.24;28.28;-;-;28.28;39.99;40.12;42.24;51.00;51.00;53.94
Apr 13, 2017 9:00 PM;Apr 13, 2017 10:00 PM;-;39.86;28.07;28.07;39.25;39.90;28.07;-;-;28.07;38.85;38.00;38.91;45.01;45.01;45.96
Apr 13, 2017 10:00 PM;Apr 13, 2017 11:00 PM;-;40.20;27.77;27.77;38.03;40.34;27.77;-;-;27.77;38.92;35.30;36.82;39.05;39.05;42.04
Apr 13, 2017 11:00 PM;Apr 14, 2017 12:00 AM;-;38.77;27.46;27.46;35.06;38.77;27.46;-;-;27.46;36.06;29.50;32.97;37.49;37.49;41.67
