Start date;End date;Germany/Luxembourg [€/MWh] Calculated resolutions;Belgium [€/MWh] Calculated resolutions;Denmark 1 [€/MWh] Calculated resolutions;Denmark 2 [€/MWh] Calculated resolutions;France [€/MWh] Calculated resolutions;Netherlands [€/MWh] Calculated resolutions;Norway 2 [€/MWh] Calculated resolutions;Austria [€/MWh] Calculated resolutions;Poland [€/MWh] Calculated resolutions;Sweden 4 [€/MWh] Calculated resolutions;Switzerland [€/MWh] Calculated resolutions;Czech Republic [€/MWh] Calculated resolutions;DE/AT/LU [€/MWh] Calculated resolutions;Northern Italy [€/MWh] Calculated resolutions;Slovenia [€/MWh] Calculated resolutions;Hungary [€/MWh] Calculated resolutions
Jan 3, 2016 4:00 AM;Jan 3, 2016 5:00 AM;-;7.83;4.12;15.69;7.14;13.97;14.43;-;19.22;15.69;21.93;1.31;4.12;17.00;1.30;17.90
Jan 3, 2016 5:00 AM;Jan 3, 2016 6:00 AM;-;9.99;6.76;15.83;9.41;15.37;14.96;-;19.46;15.83;21.97;1.00;6.76;19.99;1.60;26.30
Jan 3, 2016 6:00 AM;Jan 3, 2016 7:00 AM;-;6.25;0.75;14.98;4.14;15.47;14.98;-;21.76;14.98;13.96;0.01;0.75;24.56;1.54;28.95
Jan 3, 2016 7:00 AM;Jan 3, 2016 8:00 AM;-;8.61;4.27;15.53;7.08;16.04;15.53;-;26.49;15.53;14.57;1.01;4.27;30.90;5.00;32.93
Jan 3, 2016 8:00 AM;Jan 3, 2016 9:00 AM;-;12.59;9.11;15.79;11.40;18.44;15.79;-;28.22;15.79;18.73;11.38;9.11;33.46;33.46;32.93
Jan 3, 2016 9:00 AM;Jan 3, 2016 10:00 AM;-;18.57;15.92;16.36;17.64;23.10;16.17;-;28.21;16.36;34.20;19.77;15.92;36.01;36.01;40.96
Jan 3, 2016 10:00 AM;Jan 3, 2016 11:00 AM;-;21.87;16.70;17.15;19.99;32.44;16.44;-;33.64;17.15;37.53;27.00;17.06;36.77;36.77;43.41
Jan 3, 2016 11:00 AM;Jan 3, 2016 12:00 PM;-;23.93;16.49;17.94;22.11;34.11;16.49;-;32.05;17.94;36.42;29.00;19.28;36.07;36.07;44.20
Jan 3, 2016 12:00 PM;Jan 3, 2016 1:00 PM;-;24.22;16.37;17.94;22.68;33.79;16.37;-;32.31;17.94;36.13;27.00;20.25;35.89;35.89;44.20
Jan 3, 2016 1:00 PM;Jan 3, 2016 2:00 PM;-;24.51;16.35;17.66;22.00;41.31;16.35;-;31.79;17.66;34.42;27.00;17.66;29.03;29.03;42.91
Jan 3, 2016 2:00 PM;Jan 3, 2016 3:00 PM;-;20.78;16.35;17.66;19.89;26.18;16.35;-;31.77;17.66;34.44;27.00;18.49;30.10;30.10;41.77
Jan 3, 2016 3:00 PM;Jan 3, 2016 4:00 PM;-;18.54;16.30;17.60;17.75;23.34;16.30;-;32.32;17.60;32.51;29.00;16.51;37.48;37.48;46.86
Jan 3, 2016 4:00 PM;Jan 3, 2016 5:00 PM;-;18.76;16.45;18.61;18.76;21.68;16.45;-;33.84;18.61;39.62;44.80;18.76;40.14;40.14;53.58
Jan 3, 2016 5:00 PM;Jan 3, 2016 6:00 PM;-;22.21;17.22;19.11;22.21;24.94;17.22;-;36.46;19.11;55.48;34.50;22.21;49.61;49.61;61.98
Jan 3, 2016 6:00 PM;Jan 3, 2016 7:00 PM;-;26.76;16.83;18.86;26.76;26.76;16.83;-;36.46;18.86;55.93;37.90;26.76;55.10;55.10;64.90
Jan 3, 2016 7:00 PM;Jan 3, 2016 8:00 PM;-;27.32;16.48;18.51;27.23;28.00;16.48;-;36.46;18.51;54.97;33.45;27.08;52.68;52.68;59.94
Jan 3, 2016 8:00 PM;Jan 3, 2016 9:00 PM;-;25.33;16.43;18.08;25.33;25.33;16.43;-;35.49;18.08;51.34;29.00;25.33;51.00;51.00;58.01
Jan 3, 2016 9:00 PM;Jan 3, 2016 10:00 PM;-;22.11;16.43;17.72;22.11;22.11;16.43;-;33.75;17.72;45.00;25.50;22.11;46.67;46.67;49.09
Jan 3, 2016 10:00 PM;Jan 3, 2016 11:00 PM;-;23.49;17.03;17.03;22.57;29.94;16.26;-;31.89;17.03;42.60;24.87;20.91;40.14;40.14;42.67
Jan 3, 2016 11:00 PM;Jan 4, 2016 12:00 AM;-;22.09;14.43;15.74;21.01;23.10;15.74;-;26.06;15.74;40.84;17.15;14.43;37.78;37.78;17.15
Jan 4, 2016 12:00 AM;Jan 4, 2016 1:00 AM;-;13.78;13.78;15.96;13.78;13.78;15.86;-;30.37;15.96;34.85;23.00;13.78;34.97;34.97;23.00
Jan 4, 2016 1:00 AM;Jan 4, 2016 2:00 AM;-;13.80;12.77;15.81;13.44;15.09;15.59;-;28.29;15.81;29.15;15.43;12.77;27.51;13.01;15.43
Jan 4, 2016 2:00 AM;Jan 4, 2016 3:00 AM;-;12.30;10.56;15.56;11.46;14.94;15.43;-;24.59;15.56;26.59;14.50;10.56;24.56;12.19;14.50
Jan 4, 2016 3:00 AM;Jan 4, 2016 4:00 AM;-;7.65;3.87;15.57;5.55;15.06;15.56;-;23.55;15.57;22.99;12.58;3.87;24.86;11.38;12.58
Jan 4, 2016 4:00 AM;Jan 4, 2016 5:00 AM;-;7.66;3.20;15.92;5.00;16.39;15.86;-;27.03;15.92;22.99;14.50;3.20;22.78;12.49;14.50
Jan 4, 2016 5:00 AM;Jan 4, 2016 6:00 AM;-;11.50;8.67;16.76;10.05;16.43;15.90;-;31.78;16.76;31.71;22.00;8.67;29.03;29.03;32.06
Jan 4, 2016 6:00 AM;Jan 4, 2016 7:00 AM;-;19.79;18.01;18.01;19.11;22.99;16.40;-;30.46;18.01;40.48;37.90;18.01;38.63;38.63;46.68
Jan 4, 2016 7:00 AM;Jan 4, 2016 8:00 AM;-;33.12;19.54;19.54;31.44;41.79;19.34;-;32.00;19.54;49.46;55.35;28.52;47.48;47.48;55.35
Jan 4, 2016 8:00 AM;Jan 4, 2016 9:00 AM;-;37.32;20.49;20.49;36.31;42.69;20.49;-;31.89;20.49;55.40;45.00;34.74;54.89;54.89;57.02
Jan 4, 2016 9:00 AM;Jan 4, 2016 10:00 AM;-;33.46;20.49;20.49;33.46;33.46;20.49;-;31.91;20.49;55.90;45.41;33.46;54.89;54.89;59.37
Jan 4, 2016 10:00 AM;Jan 4, 2016 11:00 AM;-;33.24;20.47;20.47;33.24;33.24;20.47;-;31.86;20.47;55.46;48.00;33.24;54.46;54.46;58.00
Jan 4, 2016 11:00 AM;Jan 4, 2016 12:00 PM;-;35.09;20.14;20.14;35.09;35.09;20.14;-;32.05;20.14;56.15;48.00;35.09;48.00;48.00;57.42
Jan 4, 2016 12:00 PM;Jan 4, 2016 1:00 PM;-;35.00;19.85;19.85;35.00;35.00;19.85;-;32.09;19.85;53.76;58.23;35.00;44.56;44.56;58.23
Jan 4, 2016 1:00 PM;Jan 4, 2016 2:00 PM;-;35.00;19.83;19.83;35.00;35.00;19.83;-;32.08;19.83;45.05;57.02;35.00;42.75;42.75;57.02
Jan 4, 2016 2:00 PM;Jan 4, 2016 3:00 PM;-;34.94;19.88;19.88;34.94;34.94;19.88;-;32.08;19.88;47.87;57.42;34.94;46.05;46.05;57.42
Jan 4, 2016 3:00 PM;Jan 4, 2016 4:00 PM;-;34.92;20.09;20.09;34.92;34.92;20.09;-;31.96;20.09;53.17;58.06;34.92;52.51;52.51;58.06
Jan 4, 2016 4:00 PM;Jan 4, 2016 5:00 PM;-;38.00;20.79;22.06;38.00;38.00;20.79;-;36.13;22.06;55.91;59.48;38.00;53.35;53.35;59.48
Jan 4, 2016 5:00 PM;Jan 4, 2016 6:00 PM;-;41.21;21.07;28.48;41.21;41.21;21.07;-;36.18;28.48;59.95;51.00;41.21;60.00;60.00;60.57
Jan 4, 2016 6:00 PM;Jan 4, 2016 7:00 PM;-;42.95;20.54;20.54;42.95;42.95;20.54;-;35.59;20.54;58.00;48.00;42.95;58.46;58.46;59.68
Jan 4, 2016 7:00 PM;Jan 4, 2016 8:00 PM;-;41.96;19.77;19.77;41.96;41.96;19.77;-;35.91;19.77;56.95;45.00;41.96;55.51;55.51;55.69
Jan 4, 2016 8:00 PM;Jan 4, 2016 9:00 PM;-;34.94;19.05;19.05;34.94;34.94;19.05;-;35.26;19.05;54.07;40.00;34.94;53.00;53.00;51.10
Jan 4, 2016 9:00 PM;Jan 4, 2016 10:00 PM;-;30.66;18.50;18.50;30.66;30.66;18.50;-;31.91;18.50;48.12;34.30;30.66;47.79;47.79;51.07
Jan 4, 2016 10:00 PM;Jan 4, 2016 11:00 PM;-;30.00;17.71;17.71;30.00;30.00;17.71;-;33.32;17.71;44.94;32.00;30.00;42.75;42.75;49.90
Jan 4, 2016 11:00 PM;Jan 5, 2016 12:00 AM;-;23.90;17.03;17.03;23.90;23.90;17.03;-;30.95;17.03;41.43;25.00;23.90;38.68;38.68;39.78
Jan 5, 2016 12:00 AM;Jan 5, 2016 1:00 AM;-;25.03;17.68;17.68;25.03;25.03;17.68;-;30.42;17.68;37.62;22.40;25.03;31.81;31.81;32.93
Jan 5, 2016 1:00 AM;Jan 5, 2016 2:00 AM;-;24.42;17.33;17.33;24.42;24.42;17.33;-;29.07;17.33;31.74;21.57;24.42;24.42;24.42;26.30
Jan 5, 2016 2:00 AM;Jan 5, 2016 3:00 AM;-;22.34;17.24;17.24;22.34;22.34;17.24;-;30.06;17.24;29.35;20.30;22.34;22.34;22.34;25.38
Jan 5, 2016 3:00 AM;Jan 5, 2016 4:00 AM;-;21.50;17.32;17.32;21.50;21.50;17.32;-;30.07;17.32;26.31;19.01;21.50;21.50;21.50;26.30
Jan 5, 2016 4:00 AM;Jan 5, 2016 5:00 AM;-;20.00;17.66;17.66;20.00;20.00;17.66;-;31.44;17.66;24.57;19.37;20.00;20.00;20.00;28.97
Jan 5, 2016 5:00 AM;Jan 5, 2016 6:00 AM;-;23.53;17.92;17.92;23.53;23.53;17.92;-;33.64;17.92;34.45;21.34;23.53;29.03;29.03;35.29
Jan 5, 2016 6:00 AM;Jan 5, 2016 7:00 AM;-;28.96;18.80;18.80;28.96;28.96;18.80;-;34.11;18.80;45.12;29.60;28.96;39.26;39.26;47.95
Jan 5, 2016 7:00 AM;Jan 5, 2016 8:00 AM;-;38.32;20.51;20.51;38.32;38.32;20.51;-;41.08;20.51;55.86;37.00;38.32;52.99;52.99;59.90
Jan 5, 2016 8:00 AM;Jan 5, 2016 9:00 AM;-;41.45;22.58;22.58;41.45;41.45;22.58;-;42.40;22.58;58.35;41.94;41.45;54.85;54.85;61.89
Jan 5, 2016 9:00 AM;Jan 5, 2016 10:00 AM;-;40.72;21.73;23.13;40.72;40.72;21.73;-;43.55;23.13;58.04;49.00;40.72;55.00;55.00;59.90
Jan 5, 2016 10:00 AM;Jan 5, 2016 11:00 AM;-;40.66;21.78;23.21;40.66;40.66;21.78;-;43.55;23.21;58.07;50.50;40.66;54.89;54.89;59.23
Jan 5, 2016 11:00 AM;Jan 5, 2016 12:00 PM;-;40.33;21.64;21.91;40.33;40.33;21.64;-;44.00;21.91;55.99;48.13;40.33;53.86;53.86;56.14
Jan 5, 2016 12:00 PM;Jan 5, 2016 1:00 PM;-;38.25;20.91;21.29;38.25;38.25;20.91;-;44.28;21.29;51.04;40.34;38.25;48.20;48.20;54.81
Jan 5, 2016 1:00 PM;Jan 5, 2016 2:00 PM;-;36.98;20.61;20.98;36.98;36.98;20.61;-;46.19;20.98;49.82;39.94;36.98;46.65;46.65;53.04
Jan 5, 2016 2:00 PM;Jan 5, 2016 3:00 PM;-;34.91;20.63;21.03;34.91;34.91;20.63;-;44.54;21.03;54.49;40.23;34.91;48.00;48.00;54.06
Jan 5, 2016 3:00 PM;Jan 5, 2016 4:00 PM;-;33.50;20.71;23.17;33.50;33.50;20.71;-;43.96;23.17;56.39;45.00;33.50;52.00;52.00;58.76
Jan 5, 2016 4:00 PM;Jan 5, 2016 5:00 PM;-;35.10;20.96;30.98;35.10;35.10;20.96;-;48.00;30.98;57.44;41.31;35.10;56.65;56.65;61.89
Jan 5, 2016 5:00 PM;Jan 5, 2016 6:00 PM;-;42.44;21.23;34.63;42.44;42.44;21.23;-;47.96;34.63;58.02;45.99;42.44;60.00;60.00;61.66
Jan 5, 2016 6:00 PM;Jan 5, 2016 7:00 PM;-;42.94;20.68;24.18;42.94;42.94;20.68;-;46.04;24.18;56.94;45.33;42.94;58.99;58.99;59.90
Jan 5, 2016 7:00 PM;Jan 5, 2016 8:00 PM;-;43.02;20.48;20.83;42.92;40.50;20.48;-;46.24;20.83;54.93;43.00;41.74;55.50;55.50;59.75
Jan 5, 2016 8:00 PM;Jan 5, 2016 9:00 PM;-;38.62;19.89;19.89;38.35;34.49;19.89;-;43.52;19.89;50.79;37.00;36.47;52.99;52.99;58.24
Jan 5, 2016 9:00 PM;Jan 5, 2016 10:00 PM;-;35.03;19.39;19.39;34.42;31.43;19.39;-;41.34;19.39;46.57;32.16;33.01;46.67;46.67;54.81
Jan 5, 2016 10:00 PM;Jan 5, 2016 11:00 PM;-;34.02;18.73;18.73;32.99;30.54;18.73;-;35.72;18.73;42.98;30.01;31.75;43.48;43.48;53.04
Jan 5, 2016 11:00 PM;Jan 6, 2016 12:00 AM;-;35.94;17.97;17.97;32.00;26.99;17.97;-;33.26;17.97;40.80;25.00;26.99;39.26;39.99;46.51
Jan 6, 2016 12:00 AM;Jan 6, 2016 1:00 AM;-;26.62;20.02;20.02;26.62;26.62;20.02;-;33.36;20.02;36.40;26.47;26.62;40.23;40.23;41.84
Jan 6, 2016 1:00 AM;Jan 6, 2016 2:00 AM;-;25.58;19.63;19.63;25.58;25.58;19.63;-;31.53;19.63;26.43;26.83;25.58;37.08;37.08;34.45
Jan 6, 2016 2:00 AM;Jan 6, 2016 3:00 AM;-;24.59;19.33;19.33;24.59;24.59;19.33;-;30.19;19.33;24.13;24.75;24.59;36.08;36.08;32.99
Jan 6, 2016 3:00 AM;Jan 6, 2016 4:00 AM;-;22.50;19.35;19.35;22.50;22.50;19.35;-;30.08;19.35;23.35;24.51;22.50;35.61;35.61;30.00
Jan 6, 2016 4:00 AM;Jan 6, 2016 5:00 AM;-;23.16;19.51;19.51;23.16;23.16;19.51;-;31.52;19.51;22.19;24.00;23.16;35.19;35.19;30.95
Jan 6, 2016 5:00 AM;Jan 6, 2016 6:00 AM;-;24.99;19.81;19.81;24.99;24.99;19.81;-;31.43;19.81;31.59;25.69;24.99;36.26;36.26;33.43
Jan 6, 2016 6:00 AM;Jan 6, 2016 7:00 AM;-;26.62;20.50;20.50;26.62;26.62;20.50;-;30.15;20.50;40.04;30.00;26.62;41.23;41.23;42.73
Jan 6, 2016 7:00 AM;Jan 6, 2016 8:00 AM;-;38.92;22.06;22.06;38.92;28.03;22.06;-;33.19;22.06;46.14;37.40;28.03;47.23;47.23;50.17
Jan 6, 2016 8:00 AM;Jan 6, 2016 9:00 AM;-;41.42;25.19;25.19;41.96;30.82;25.19;-;33.39;25.19;48.08;40.42;29.34;48.20;48.20;50.57
Jan 6, 2016 9:00 AM;Jan 6, 2016 10:00 AM;-;40.61;28.24;28.24;40.96;34.22;28.24;-;36.12;28.24;48.04;40.07;32.94;51.00;51.00;49.48
Jan 6, 2016 10:00 AM;Jan 6, 2016 11:00 AM;-;39.07;34.97;34.97;39.13;37.90;34.97;-;37.52;34.97;48.52;41.35;37.71;54.89;54.89;50.56
Jan 6, 2016 11:00 AM;Jan 6, 2016 12:00 PM;-;40.08;37.95;37.95;40.08;40.08;37.95;-;37.95;37.95;48.21;41.74;40.08;53.12;53.12;50.19
Jan 6, 2016 12:00 PM;Jan 6, 2016 1:00 PM;-;40.73;37.37;37.37;40.73;40.73;37.37;-;37.37;37.37;45.54;40.21;40.73;48.00;48.00;50.04
Jan 6, 2016 1:00 PM;Jan 6, 2016 2:00 PM;-;38.26;36.61;36.61;38.26;38.26;36.61;-;36.61;36.61;42.93;40.00;38.26;41.68;57.00;47.73
Jan 6, 2016 2:00 PM;Jan 6, 2016 3:00 PM;-;35.44;29.75;29.75;35.44;35.44;29.75;-;35.86;29.75;42.91;39.00;35.44;46.65;46.65;46.93
Jan 6, 2016 3:00 PM;Jan 6, 2016 4:00 PM;-;36.92;28.17;36.04;36.92;36.92;28.17;-;36.04;36.04;42.99;39.67;36.92;45.71;45.71;46.93
Jan 6, 2016 4:00 PM;Jan 6, 2016 5:00 PM;-;41.28;28.23;41.28;41.28;41.28;28.23;-;41.28;41.28;46.34;40.50;41.28;49.61;57.00;50.91
Jan 6, 2016 5:00 PM;Jan 6, 2016 6:00 PM;-;44.95;29.60;44.95;44.95;44.95;29.60;-;44.95;44.95;55.05;46.37;44.95;59.74;59.74;53.13
Jan 6, 2016 6:00 PM;Jan 6, 2016 7:00 PM;-;46.90;28.19;46.46;46.90;46.90;28.19;-;46.46;46.46;53.30;46.25;46.90;61.20;61.20;52.01
Jan 6, 2016 7:00 PM;Jan 6, 2016 8:00 PM;-;43.95;26.87;42.89;43.95;43.95;26.87;-;42.89;42.89;46.31;43.00;43.95;57.86;57.86;46.93
Jan 6, 2016 8:00 PM;Jan 6, 2016 9:00 PM;-;39.94;24.87;24.87;39.94;39.94;24.87;-;41.73;24.87;45.04;40.21;39.94;55.82;55.82;44.06
